Материал название,Материал номер,Иерархия 0 уровень,Иерархия 0 номер,Иерархия 1 уровень,Иерархия 2 уровень,Иерархия 3 уровень,Материал. Признак 1,Материал. Признак 10,Материал. Признак 2,Материал. Признак 3,Материал. Признак 4,Материал. Признак 5,Материал. Признак 6,Материал. Признак 7,Материал. Признак 8,Материал. Признак 9,Материал. Размер 1,Материал. Размер 10,Материал. Размер 11,Материал. Размер 12,Материал. Размер 2,Материал. Размер 3,Материал. Размер 4,Материал. Размер 5,Материал. Размер 6,Материал. Размер 7,Материал. Размер 8,Материал. Размер 9
ТР ХД НЛГ 15 3 09Г2С 8734,000000000000096680,Труба,915,10270,1027010700,102701070001100,##,##,##,##,##,##,##,##,09Г2С,8734,15,##,##,##,##,##,##,##,##,3,##,##
ТР ПРОФ 60 30 2 ТУ 004-А,000000000000096702,Труба,915,10220,1022002900,102200290001100,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,60,30,##,##,##,2,##,##
ТР ПРОФ 60 30 2 ТУ 004-Б,000000000000096703,Труба,915,10220,1022002900,102200290001100,##,##,##,##,##,##,##,##,##,ТУ 004-Б,##,##,##,##,60,30,##,##,##,2,##,##
ТР ПРОФ 60 30 3 ТУ 004-А,000000000000096704,Труба,915,10220,1022002900,102200290001400,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,60,30,##,##,##,3,##,##
ТР ПРОФ 60 30 3 ТУ 004-Б,000000000000096705,Труба,915,10220,1022002900,102200290001400,##,##,##,##,##,##,##,##,##,ТУ 004-Б,##,##,##,##,60,30,##,##,##,3,##,##
ТР БШ НЛГ 102 16 09Г2С 8732,000000000000096735,Труба,915,10190,1019008800,101900880002300,##,##,##,##,##,##,##,##,09Г2С,8732,102,##,##,##,##,##,##,##,##,16,##,##
DIY ТР ПРОФ 100 100 4 3М,000000000000096792,Труба,915,10220,1022004000,102200400001300,##,##,##,##,##,##,##,##,##,##,##,3М,##,##,100,100,##,##,##,4,##,##
DIY ТР ПРОФ 80 80 4 6М,000000000000096815,Труба,915,10220,1022003500,102200350001600,##,##,##,##,##,##,##,##,##,##,##,6М,##,##,80,80,##,##,##,4,##,##
ТР БШ НЛГ 108 16 09Г2С 8732,000000000000096824,Труба,915,10190,1019008900,101900890002000,##,##,##,##,##,##,##,##,09Г2С,8732,108,##,##,##,##,##,##,##,##,16,##,##
ТР БШ НЛГ 219 16 09Г2С 8732,000000000000096852,Труба,915,10190,1019010000,101901000001900,##,##,##,##,##,##,##,##,09Г2С,8732,219,##,##,##,##,##,##,##,##,16,##,##
ТР БШ НЛГ 325 20 09Г2С 8732,000000000000096853,Труба,915,10190,1019010300,101901030001800,##,##,##,##,##,##,##,##,09Г2С,8732,325,##,##,##,##,##,##,##,##,20,##,##
ТР ПРОФ 50 30 2.8 ТУ,000000000000096862,Труба,915,10220,1022002600,102200260001350,##,##,##,##,##,##,##,##,##,ТУ,##,##,##,##,50,30,##,##,##,2.8,##,##
ТР БШ 28 4 СТ20 8732,000000000000096941,Труба,915,10190,1019002150,101900215001400,##,##,##,##,##,##,##,##,СТ20,8732,28,##,##,##,##,##,##,##,##,4,##,##
ТР БШ 60 4.5 СТ20 8732,000000000000096942,Труба,915,10190,1019003700,101900370001250,##,##,##,##,##,##,##,##,СТ20,8732,60,##,##,##,##,##,##,##,##,4.5,##,##
ТР БШ 83 12 СТ20 8732,000000000000096959,Труба,915,10190,1019004300,101900430001250,##,##,##,##,##,##,##,##,СТ20,8732,83,##,##,##,##,##,##,##,##,12,##,##
ТР БШ 28 3 СТ20 8732,000000000000097004,Труба,915,10190,1019002150,101900215001300,##,##,##,##,##,##,##,##,СТ20,8732,28,##,##,##,##,##,##,##,##,3,##,##
ТР БШ 38 6 СТ20 8732,000000000000097005,Труба,915,10190,1019002700,101900270001700,##,##,##,##,##,##,##,##,СТ20,8732,38,##,##,##,##,##,##,##,##,6,##,##
ТР ЭС 159 3.5 10704,000000000000097031,Труба,915,10230,1023006100,102300610001000,##,##,##,##,##,##,##,##,##,10704,159,##,##,##,##,##,##,##,##,3.5,##,##
ТР БШ НЛГ 60 14 09Г2С 8732,000000000000097106,Труба,915,10190,1019008300,101900830002000,##,##,##,##,##,##,##,##,09Г2С,8732,60,##,##,##,##,##,##,##,##,14,##,##
ТР БШ 133 30 СТ20 8732,000000000000097129,Труба,915,10190,1019005200,101900520002800,##,##,##,##,##,##,##,##,СТ20,8732,133,##,##,##,##,##,##,##,##,30,##,##
ТР БШ 133 32 СТ20 8732,000000000000097130,Труба,915,10190,1019005200,101900520002900,##,##,##,##,##,##,##,##,СТ20,8732,133,##,##,##,##,##,##,##,##,32,##,##
DIY ТР ВГП 57ДУ 3.5 3М,000000000000097337,Труба,915,10230,1023001750,102300175001100,##,##,##,##,##,##,##,##,##,##,57ДУ,3М,##,##,##,##,##,##,##,3.5,##,##
ТР ПРОФ НЛГ 80 60 5 8645/30245,000000000000097415,Труба,915,10220,1022008500,102200850001200,##,##,##,##,##,##,##,##,##,8645/30245,##,##,##,##,80,60,##,##,##,5,##,##
ТР ХД 30 1.5 СТ20 8734,000000000000097420,Труба,915,10270,1027004500,102700450001100,##,##,##,##,##,##,##,##,СТ20,8734,30,##,##,##,##,##,##,##,##,1.5,##,##
ТР ХД НЛГ 32 3.2 09Г2С 8734,000000000000097423,Труба,915,10270,1027011800,102701180001100,##,##,##,##,##,##,##,##,09Г2С,8734,32,##,##,##,##,##,##,##,##,3.2,##,##
ТР БШ 30 1.5 СТ20 8732,000000000000097505,Труба,915,10190,1019002200,101900220001120,##,##,##,##,##,##,##,##,СТ20,8732,30,##,##,##,##,##,##,##,##,1.5,##,##
ТР ПРОФ 180 140 8 8645/30245,000000000000097517,Труба,915,10220,1022005400,102200540001500,##,##,##,##,##,##,##,##,##,8645/30245,##,##,##,##,180,140,##,##,##,8,##,##
ТР ПРОФ НЛГ 240 160 8 30245,000000000000097518,Труба,915,10220,1022010900,102201090001300,##,##,##,##,##,##,##,##,##,30245,##,##,##,##,240,160,##,##,##,8,##,##
ТР ПРОФ НЛГ 180 80 8 8645/30245,000000000000097562,Труба,915,10220,1022010350,102201035001500,##,##,##,##,##,##,##,##,##,8645/30245,##,##,##,##,180,80,##,##,##,8,##,##
DIY ТР ВГП 76ДУ 3.5 3М,000000000000097682,Труба,915,10230,1023001900,102300190001100,##,##,##,##,##,##,##,##,##,##,76ДУ,3М,##,##,##,##,##,##,##,3.5,##,##
ТР ЭС НЛГ 530 10 РЕСТАВР ТУ,000000000000097755,Труба,915,10270,1027009300,102700930001100,##,##,РЕСТАВР,##,##,##,##,##,##,ТУ,530,##,##,##,##,##,##,##,##,10,##,##
ТР ЭС НЛГ 530 11 РЕСТАВР ТУ,000000000000097756,Труба,915,10270,1027009300,102700930001100,##,##,РЕСТАВР,##,##,##,##,##,##,ТУ,530,##,##,##,##,##,##,##,##,11,##,##
ТР ХД НЛГ 25 6 09Г2С 8734,000000000000097845,Труба,915,10270,1027011400,102701140001100,##,##,##,##,##,##,##,##,09Г2С,8734,25,##,##,##,##,##,##,##,##,6,##,##
ТР ХД НЛГ 34 6 09Г2С 8734,000000000000097846,Труба,915,10270,1027011900,102701190001100,##,##,##,##,##,##,##,##,09Г2С,8734,34,##,##,##,##,##,##,##,##,6,##,##
DIY ТР ВГП 89ДУ 3.5 3М,000000000000097847,Труба,915,10230,1023002150,102300215001100,##,##,##,##,##,##,##,##,##,##,89ДУ,3М,##,##,##,##,##,##,##,3.5,##,##
ТР ПРОФ 80 60 5 8645/30245,000000000000097862,Труба,915,10220,1022003400,102200340001400,##,##,##,##,##,##,##,##,##,8645/30245,##,##,##,##,80,60,##,##,##,5,##,##
ТР БШ 22 3 СТ20 8732,000000000000097961,Труба,915,10190,1019001900,101900190001050,##,##,##,##,##,##,##,##,СТ20,8732,22,##,##,##,##,##,##,##,##,3,##,##
ТР БШ 26 3 ГОСТ,000000000000097962,Труба,915,10190,1019002050,101900205001100,##,##,##,##,##,##,##,##,##,ГОСТ,26,##,##,##,##,##,##,##,##,3,##,##
ТР БШ НЛГ 152 5 09Г2С 8732,000000000000098058,Труба,915,10190,1019009600,101900960001000,##,##,##,##,##,##,##,##,09Г2С,8732,152,##,##,##,##,##,##,##,##,5,##,##
ТР БШ 114 22 СТ20 8732,000000000000098093,Труба,915,10190,1019004900,101900490002800,##,##,##,##,##,##,##,##,СТ20,8732,114,##,##,##,##,##,##,##,##,22,##,##
ТР БШ 121 16 СТ20 8732,000000000000098094,Труба,915,10190,1019005000,101900500001650,##,##,##,##,##,##,##,##,СТ20,8732,121,##,##,##,##,##,##,##,##,16,##,##
ТР БШ 140 22 СТ20 8732,000000000000098095,Труба,915,10190,1019005300,101900530002320,##,##,##,##,##,##,##,##,СТ20,8732,140,##,##,##,##,##,##,##,##,22,##,##
ТР ХД 8 1.5 СТ20 8734,000000000000098159,Труба,915,10270,1027003000,102700300001100,##,##,##,##,##,##,##,##,СТ20,8734,8,##,##,##,##,##,##,##,##,1.5,##,##
ТР БШ НЛГ 108 3.5 09Г2С 8732,000000000000098164,Труба,915,10190,1019008900,101900890001050,##,##,##,##,##,##,##,##,09Г2С,8732,108,##,##,##,##,##,##,##,##,3.5,##,##
ТР ХД НЛГ 50 3.5 09Г2С 8734,000000000000098256,Труба,915,10270,1027012700,102701270001100,##,##,##,##,##,##,##,##,09Г2С,8734,50,##,##,##,##,##,##,##,##,3.5,##,##
ТР ПРОФ 25 25 1.2 8639,000000000000098259,Труба,915,10220,1022001500,102200150001200,##,##,##,##,##,##,##,##,##,8639,##,##,##,##,25,25,##,##,##,1.2,##,##
ТР ПРОФ НЛГ 60 60 5 8639/30245,000000000000098266,Труба,915,10220,1022008300,102200830001400,##,##,##,##,##,##,##,##,##,8639/30245,##,##,##,##,60,60,##,##,##,5,##,##
ТР БШ 83 18 СТ20 8732,000000000000098334,Труба,915,10190,1019004300,101900430001500,##,##,##,##,##,##,##,##,СТ20,8732,83,##,##,##,##,##,##,##,##,18,##,##
ТР ОЦ 32 3.5 10704,000000000000098374,Труба,915,10210,1021001990,102100199001100,##,##,##,##,##,##,##,##,##,10704,32,##,##,##,##,##,##,##,##,3.5,##,##
ТР ПРОФ 70 70 6 8639/30245,000000000000098426,Труба,915,10220,1022003200,102200320001500,##,##,##,##,##,##,##,##,##,8639/30245,##,##,##,##,70,70,##,##,##,6,##,##
ТР ПРОФ ОЦ 140 140 4 ОЦ ТУ,000000000000098469,Труба,915,10210,1021005600,102100560001400,##,##,##,##,ОЦ,##,##,##,##,ТУ,##,##,##,##,140,140,##,##,##,4,##,##
ТР ПРОФ 30 15 1.5 Х/К 8645,000000000000098492,Труба,915,10220,1022001800,102200180001300,##,##,##,Х/К,##,##,##,##,##,8645,##,##,##,##,30,15,##,##,##,1.5,##,##
ТР БШ 57 14 СТ20 8732,000000000000098549,Труба,915,10190,1019003600,101900360002200,##,##,##,##,##,##,##,##,СТ20,8732,57,##,##,##,##,##,##,##,##,14,##,##
ТР БШ 159 10 ИЗОЛЯЦ ТУ,000000000000098646,Труба,915,10190,1019005700,101900570001700,##,##,ИЗОЛЯЦ,##,##,##,##,##,##,ТУ,159,##,##,##,##,##,##,##,##,10,##,##
ТР ПРОФ НЛГ 160 120 4 8645/30245,000000000000098667,Труба,915,10220,1022009700,102200970001100,##,##,##,##,##,##,##,##,##,8645/30245,##,##,##,##,160,120,##,##,##,4,##,##
ТР ПРОФ НЛГ 160 140 6 8645/30245,000000000000098676,Труба,915,10220,1022009800,102200980001150,##,##,##,##,##,##,##,##,##,8645/30245,##,##,##,##,160,140,##,##,##,6,##,##
ТР БШ НЛГ 140 12 09Г2С 8732,000000000000098690,Труба,915,10190,1019009400,101900940001400,##,##,##,##,##,##,##,##,09Г2С,8732,140,##,##,##,##,##,##,##,##,12,##,##
ТР ХД НЛГ 25 4.5 09Г2С 8734,000000000000098713,Труба,915,10270,1027011400,102701140001100,##,##,##,##,##,##,##,##,09Г2С,8734,25,##,##,##,##,##,##,##,##,4.5,##,##
ТР ПРОФ 120 80 8 8645/30245,000000000000098798,Труба,915,10220,1022004300,102200430001600,##,##,##,##,##,##,##,##,##,8645/30245,##,##,##,##,120,80,##,##,##,8,##,##
ТР ПРОФ ОЦ 50 50 5 ОЦ ТУ,000000000000098825,Труба,915,10210,1021004600,102100460001500,##,##,##,##,ОЦ,##,##,##,##,ТУ,##,##,##,##,50,50,##,##,##,5,##,##
ТР БШ 402 10 СТ20 8732,000000000000098897,Труба,915,10190,1019007020,101900702001200,##,##,##,##,##,##,##,##,СТ20,8732,402,##,##,##,##,##,##,##,##,10,##,##
ТР ХД 57 5 СТ20 8734,000000000000098908,Труба,915,10270,1027005900,102700590001100,##,##,##,##,##,##,##,##,СТ20,8734,57,##,##,##,##,##,##,##,##,5,##,##
ТР ПРОФ 20 20 0.8 Х/К 8639,000000000000098931,Труба,915,10220,1022001400,102200140001000,##,##,##,Х/К,##,##,##,##,##,8639,##,##,##,##,20,20,##,##,##,0.8,##,##
ТР БШ 83 20 СТ20 8732,000000000000098951,Труба,915,10190,1019004300,101900430001600,##,##,##,##,##,##,##,##,СТ20,8732,83,##,##,##,##,##,##,##,##,20,##,##
ТР ХД 12 2.5 СТ20 8734,000000000000099003,Труба,915,10270,1027003200,102700320001100,##,##,##,##,##,##,##,##,СТ20,8734,12,##,##,##,##,##,##,##,##,2.5,##,##
ТР БШ 133 13 СТ20 8732,000000000000099022,Труба,915,10190,1019005200,101900520001780,##,##,##,##,##,##,##,##,СТ20,8732,133,##,##,##,##,##,##,##,##,13,##,##
DIY ТР ПРОФ 15 15 1.5 3М,000000000000099046,Труба,915,10220,1022001200,102200120001300,##,##,##,##,##,##,##,##,##,##,##,3М,##,##,15,15,##,##,##,1.5,##,##
ТР ПРОФ НЛГ 80 60 6 8645/30245,000000000000099119,Труба,915,10220,1022008500,102200850001300,##,##,##,##,##,##,##,##,##,8645/30245,##,##,##,##,80,60,##,##,##,6,##,##
DIY ТР ПРОФ 60 40 2 6М,000000000000099130,Труба,915,10220,1022003000,102200300001200,##,##,##,##,##,##,##,##,##,##,##,6М,##,##,60,40,##,##,##,2,##,##
ТР ПРОФ НЛГ 100 60 4 8645/30245,000000000000099141,Труба,915,10220,1022008900,102200890001000,##,##,##,##,##,##,##,##,##,8645/30245,##,##,##,##,100,60,##,##,##,4,##,##
ТР БШ 76 3 СТ20 8732,000000000000099212,Труба,915,10190,1019004200,101900420001000,##,##,##,##,##,##,##,##,СТ20,8732,76,##,##,##,##,##,##,##,##,3,##,##
ТР ПРОФ ОЦ 40 40 3 ОЦ ТУ,000000000000099271,Труба,915,10210,1021004500,102100450001300,##,##,##,##,ОЦ,##,##,##,##,ТУ,##,##,##,##,40,40,##,##,##,3,##,##
ТР ЭС 377 6 ИЗОЛЯЦ ТУ,000000000000099276,Труба,915,10230,1023006700,102300670001100,##,##,ИЗОЛЯЦ,##,##,##,##,##,##,ТУ,377,##,##,##,##,##,##,##,##,6,##,##
ТР ПРОФ 100 100 3 СТО,000000000000099287,Труба,915,10220,1022004000,102200400001100,##,##,##,##,##,##,##,##,##,СТО,##,##,##,##,100,100,##,##,##,3,##,##
ТР ПРОФ 100 100 4 СТО,000000000000099288,Труба,915,10220,1022004000,102200400001300,##,##,##,##,##,##,##,##,##,СТО,##,##,##,##,100,100,##,##,##,4,##,##
ТР ПРОФ 120 120 4 СТО,000000000000099289,Труба,915,10220,1022004400,102200440001300,##,##,##,##,##,##,##,##,##,СТО,##,##,##,##,120,120,##,##,##,4,##,##
ТР ПРОФ 20 20 2 СТО,000000000000099290,Труба,915,10220,1022001400,102200140001500,##,##,##,##,##,##,##,##,##,СТО,##,##,##,##,20,20,##,##,##,2,##,##
ТР ЭС 1020 10 10704,000000000000099316,Труба,915,10230,1023007300,102300730001100,##,##,##,##,##,##,##,##,##,10704,1020,##,##,##,##,##,##,##,##,10,##,##
ТР БШ 127 14 СТ20 8732,000000000000099328,Труба,915,10190,1019005100,101900510001800,##,##,##,##,##,##,##,##,СТ20,8732,127,##,##,##,##,##,##,##,##,14,##,##
ТР ХД НЛГ 18 4 09Г2С 8734,000000000000099387,Труба,915,10270,1027010900,102701090001100,##,##,##,##,##,##,##,##,09Г2С,8734,18,##,##,##,##,##,##,##,##,4,##,##
ТР ПРОФ П 50 25 2 ПЭ RAL9006 ТУ,000000000000099407,Труба,915,10220,1022006900,102200690001100,##,##,##,##,##,##,ПЭ,RAL9006,##,ТУ,##,##,##,##,50,25,##,##,##,2,##,##
ТР ПРОФ 25 25 2 СТО,000000000000099421,Труба,915,10220,1022001500,102200150001600,##,##,##,##,##,##,##,##,##,СТО,##,##,##,##,25,25,##,##,##,2,##,##
ТР ПРОФ 30 30 2 СТО,000000000000099422,Труба,915,10220,1022002000,102200200001300,##,##,##,##,##,##,##,##,##,СТО,##,##,##,##,30,30,##,##,##,2,##,##
ТР ПРОФ 40 20 2 СТО,000000000000099423,Труба,915,10220,1022002100,102200210001500,##,##,##,##,##,##,##,##,##,СТО,##,##,##,##,40,20,##,##,##,2,##,##
ТР ПРОФ 40 40 2 СТО,000000000000099424,Труба,915,10220,1022002400,102200240001400,##,##,##,##,##,##,##,##,##,СТО,##,##,##,##,40,40,##,##,##,2,##,##
ТР ПРОФ 40 40 3 СТО,000000000000099425,Труба,915,10220,1022002400,102200240001700,##,##,##,##,##,##,##,##,##,СТО,##,##,##,##,40,40,##,##,##,3,##,##
ТР ПРОФ 50 25 2 СТО,000000000000099426,Труба,915,10220,1022002500,102200250001400,##,##,##,##,##,##,##,##,##,СТО,##,##,##,##,50,25,##,##,##,2,##,##
ТР ПРОФ 50 50 2 СТО,000000000000099427,Труба,915,10220,1022002800,102200280001200,##,##,##,##,##,##,##,##,##,СТО,##,##,##,##,50,50,##,##,##,2,##,##
ТР ПРОФ 50 50 3 СТО,000000000000099428,Труба,915,10220,1022002800,102200280001400,##,##,##,##,##,##,##,##,##,СТО,##,##,##,##,50,50,##,##,##,3,##,##
ТР ПРОФ 60 40 2 СТО,000000000000099429,Труба,915,10220,1022003000,102200300001200,##,##,##,##,##,##,##,##,##,СТО,##,##,##,##,60,40,##,##,##,2,##,##
ТР ПРОФ 60 40 3 СТО,000000000000099430,Труба,915,10220,1022003000,102200300001500,##,##,##,##,##,##,##,##,##,СТО,##,##,##,##,60,40,##,##,##,3,##,##
ТР ПРОФ 60 60 2 СТО,000000000000099431,Труба,915,10220,1022003100,102200310001200,##,##,##,##,##,##,##,##,##,СТО,##,##,##,##,60,60,##,##,##,2,##,##
ТР ПРОФ 60 60 3 СТО,000000000000099432,Труба,915,10220,1022003100,102200310001500,##,##,##,##,##,##,##,##,##,СТО,##,##,##,##,60,60,##,##,##,3,##,##
ТР ПРОФ 80 80 3 СТО,000000000000099433,Труба,915,10220,1022003500,102200350001400,##,##,##,##,##,##,##,##,##,СТО,##,##,##,##,80,80,##,##,##,3,##,##
ТР ПРОФ 80 80 4 СТО,000000000000099434,Труба,915,10220,1022003500,102200350001600,##,##,##,##,##,##,##,##,##,СТО,##,##,##,##,80,80,##,##,##,4,##,##
ТР БШ 180 18 СТ20 8732,000000000000099435,Труба,915,10190,1019005900,101900590001500,##,##,##,##,##,##,##,##,СТ20,8732,180,##,##,##,##,##,##,##,##,18,##,##
ТР ПРОФ ОЦ 160 160 4 ОЦ ТУ,000000000000099485,Труба,915,10210,1021005700,102100570001400,##,##,##,##,ОЦ,##,##,##,##,ТУ,##,##,##,##,160,160,##,##,##,4,##,##
ТР ХД НЛГ 38 3.5 09Г2С 8734,000000000000099574,Труба,915,10270,1027012200,102701220001100,##,##,##,##,##,##,##,##,09Г2С,8734,38,##,##,##,##,##,##,##,##,3.5,##,##
ТР БШ 159 25 СТ20 8732,000000000000099602,Труба,915,10190,1019005700,101900570002500,##,##,##,##,##,##,##,##,СТ20,8732,159,##,##,##,##,##,##,##,##,25,##,##
ТР БШ 127 22 СТ20 8732,000000000000099630,Труба,915,10190,1019005100,101900510001950,##,##,##,##,##,##,##,##,СТ20,8732,127,##,##,##,##,##,##,##,##,22,##,##
ТР ПРОФ НЛГ 140 120 6 8645/30245,000000000000099631,Труба,915,10220,1022009250,102200925001200,##,##,##,##,##,##,##,##,##,8645/30245,##,##,##,##,140,120,##,##,##,6,##,##
ТР БШ 152 30 СТ20 8732,000000000000099653,Труба,915,10190,1019005600,101900560001700,##,##,##,##,##,##,##,##,СТ20,8732,152,##,##,##,##,##,##,##,##,30,##,##
ТР ЭС НЛГ 273 7 10704,000000000000099727,Труба,915,10230,1023009000,102300900001150,##,##,##,##,##,##,##,##,##,10704,273,##,##,##,##,##,##,##,##,7,##,##
ТР ХД 36 8 СТ20 8734,000000000000099733,Труба,915,10270,1027004900,102700490001100,##,##,##,##,##,##,##,##,СТ20,8734,36,##,##,##,##,##,##,##,##,8,##,##
DIY ТР ВГП 15ДУ 2.8 2М,000000000000099788,Труба,915,10230,1023001200,102300120001100,##,##,##,##,##,##,##,##,##,##,15ДУ,2М,##,##,##,##,##,##,##,2.8,##,##
DIY ТР ВГП 20ДУ 2.5 2М,000000000000099789,Труба,915,10230,1023001300,102300130001100,##,##,##,##,##,##,##,##,##,##,20ДУ,2М,##,##,##,##,##,##,##,2.5,##,##
DIYТРВГПОЦ 20ДУ 2.8 2М,000000000000099790,Труба,915,10210,1021001200,102100120001100,##,##,##,##,##,##,##,##,##,##,20ДУ,2М,##,##,##,##,##,##,##,2.8,##,##
ТР ЭС НЛГ 530 14 10704,000000000000099928,Труба,915,10230,1023009400,102300940001600,##,##,##,##,##,##,##,##,##,10704,530,##,##,##,##,##,##,##,##,14,##,##
ТР ХД 16 5 СТ20 8734,000000000000099947,Труба,915,10270,1027003600,102700360001100,##,##,##,##,##,##,##,##,СТ20,8734,16,##,##,##,##,##,##,##,##,5,##,##
ТР БШ 219 25 СТ20 8732,000000000000099948,Труба,915,10190,1019006300,101900630002800,##,##,##,##,##,##,##,##,СТ20,8732,219,##,##,##,##,##,##,##,##,25,##,##
ТР ПРОФ 50 50 2 Х/К 8639/30245,000000000000099997,Труба,915,10220,1022002800,102200280001200,##,##,##,Х/К,##,##,##,##,##,8639/30245,##,##,##,##,50,50,##,##,##,2,##,##
ТР ПРОФ 60 30 4 ТУ 004-Б,000000000000100002,Труба,915,10220,1022002900,102200290001600,##,##,##,##,##,##,##,##,##,ТУ 004-Б,##,##,##,##,60,30,##,##,##,4,##,##
ТР ХД НЛГ 32 8 09Г2С 8734,000000000000100012,Труба,915,10270,1027011800,102701180001100,##,##,##,##,##,##,##,##,09Г2С,8734,32,##,##,##,##,##,##,##,##,8,##,##
ТР БШ 114 28 СТ20 8732,000000000000100039,Труба,915,10190,1019004900,101900490003300,##,##,##,##,##,##,##,##,СТ20,8732,114,##,##,##,##,##,##,##,##,28,##,##
DIY ТР ВГП 76ДУ 3.5 2М,000000000000100044,Труба,915,10230,1023001900,102300190001100,##,##,##,##,##,##,##,##,##,##,76ДУ,2М,##,##,##,##,##,##,##,3.5,##,##
ТР ОЦ 50 3.5 ТУ,000000000000100048,Труба,915,10210,1021002050,102100205001100,##,##,##,##,##,##,##,##,##,ТУ,50,##,##,##,##,##,##,##,##,3.5,##,##
ТР ОЦ 80 4 ГОСТ,000000000000100049,Труба,915,10210,1021002250,102100225001100,##,##,##,##,##,##,##,##,##,ГОСТ,80,##,##,##,##,##,##,##,##,4,##,##
DIYТРВГПОЦ 15ДУ 2.8 2М,000000000000100058,Труба,915,10210,1021001100,102100110001100,##,##,##,##,##,##,##,##,##,##,15ДУ,2М,##,##,##,##,##,##,##,2.8,##,##
DIY ТР ВГП 15ДУ 2 2М,000000000000100067,Труба,915,10230,1023001200,102300120001100,##,##,##,##,##,##,##,##,##,##,15ДУ,2М,##,##,##,##,##,##,##,2,##,##
DIY ТР ВГП 20ДУ 2 2М,000000000000100068,Труба,915,10230,1023001300,102300130001100,##,##,##,##,##,##,##,##,##,##,20ДУ,2М,##,##,##,##,##,##,##,2,##,##
DIY ТР ВГП 25ДУ 2.8 2М,000000000000100069,Труба,915,10230,1023001400,102300140001100,##,##,##,##,##,##,##,##,##,##,25ДУ,2М,##,##,##,##,##,##,##,2.8,##,##
DIY ТР ПРОФ 15 15 1.5 2М,000000000000100070,Труба,915,10220,1022001200,102200120001300,##,##,##,##,##,##,##,##,##,##,##,2М,##,##,15,15,##,##,##,1.5,##,##
DIY ТР ПРОФ 20 20 2 2М,000000000000100071,Труба,915,10220,1022001400,102200140001500,##,##,##,##,##,##,##,##,##,##,##,2М,##,##,20,20,##,##,##,2,##,##
DIY ТР ПРОФ 25 25 2 2М,000000000000100072,Труба,915,10220,1022001500,102200150001600,##,##,##,##,##,##,##,##,##,##,##,2М,##,##,25,25,##,##,##,2,##,##
DIY ТР ПРОФ 50 25 2 2М,000000000000100073,Труба,915,10220,1022002500,102200250001400,##,##,##,##,##,##,##,##,##,##,##,2М,##,##,50,25,##,##,##,2,##,##
DIY ТР ПРОФ 50 50 2 2М,000000000000100074,Труба,915,10220,1022002800,102200280001200,##,##,##,##,##,##,##,##,##,##,##,2М,##,##,50,50,##,##,##,2,##,##
DIY ТР ПРОФ 60 40 2 2М,000000000000100075,Труба,915,10220,1022003000,102200300001200,##,##,##,##,##,##,##,##,##,##,##,2М,##,##,60,40,##,##,##,2,##,##
