Код материала;PRODH0;Иерархия 1 уровня;Иерархия 2 уровня;PRDHA;Количество в ПЕИ
000000000000000003;925;10330;1033001100;103300110001100;0,01
000000000000000004;900;10010;1001001200;100100120001500;61,91
000000000000000008;900;10010;1001001200;100100120001500;608,84
000000000000000009;900;10040;1004001300;100400130001100;670,90
000000000000000010;900;10010;1001001200;100100120001100;72,61
000000000000000011;900;10010;1001001200;100100120001300;17,35
000000000000000013;900;10040;1004001300;100400130001100;2,58
000000000000000015;900;10010;1001001200;100100120001300;2,40
000000000000000016;900;10010;1001001200;100100120001100;138,46
000000000000000019;900;10010;1001001200;100100120001500;838,87
000000000000000020;900;10040;1004001300;100400130001100;1 915,62
000000000000000021;900;10010;1001001200;100100120001100;906,05
000000000000000022;900;10010;1001001200;100100120001300;252,94
000000000000000026;900;10010;1001001200;100100120001600;152,52
000000000000000027;900;10040;1004001300;100400130001200;2 604,90
000000000000000028;900;10010;1001001200;100100120001200;1 326,61
000000000000000029;900;10010;1001001200;100100120001400;351,55
000000000000000030;900;10010;1001001200;100100120001500;52,66
000000000000000033;925;10330;1033001100;103300110001100;1,68
000000000000000036;900;10010;1001001300;100100130001500;1 987,03
000000000000000037;900;10040;1004001600;100400160001100;48,32
000000000000000038;900;10010;1001001300;100100130001100;271,48
000000000000000039;900;10010;1001001300;100100130001300;1,95
000000000000000043;900;10010;1001001300;100100130001500;2 211,26
000000000000000044;900;10010;1001001300;100100130001100;1,30
000000000000000045;900;10010;1001001300;100100130001300;0,77
000000000000000049;900;10010;1001001300;100100130001500;5,24
000000000000000052;900;10040;1004001600;100400160001100;1 243,04
000000000000000053;900;10010;1001001300;100100130001100;2 734,13
000000000000000054;900;10010;1001001300;100100130001500;20,01
000000000000000063;900;10010;1001001300;100100130001500;0,79
000000000000000064;900;10010;1001001300;100100130001500;7 386,13
000000000000000065;900;10040;1004001600;100400160001100;11 386,24
000000000000000066;900;10010;1001001300;100100130001100;10 819,89
000000000000000067;900;10010;1001001300;100100130001300;1 734,36
000000000000000073;900;10010;1001001300;100100130001100;5,51
000000000000000076;900;10040;1004001600;100400160001100;13,39
000000000000000080;900;10010;1001001300;100100130001600;744,45
000000000000000081;900;10040;1004001600;100400160001200;7 520,05
000000000000000082;900;10010;1001001300;100100130001200;7 247,68
000000000000000083;900;10010;1001001300;100100130001400;4 118,41
000000000000000084;900;10010;1001001300;100100130001500;9,90
000000000000000085;900;10040;1004001600;100400160001100;0,04
000000000000000087;900;10010;1001001300;100100130001500;143,86
000000000000000088;900;10040;1004001600;100400160001100;100,28
000000000000000089;900;10010;1001001300;100100130001100;32,29
000000000000000091;925;10330;1033001100;103300110001100;19,29
000000000000000100;900;10010;1001001400;100100140001600;38,33
000000000000000101;900;10010;1001001400;100100140001600;24 599,71
000000000000000104;900;10040;1004001900;100400190001100;14 549,97
000000000000000105;900;10010;1001001400;100100140001100;31 076,71
000000000000000106;900;10010;1001001400;100100140001300;667,02
000000000000000111;900;10010;1001001400;100100140001600;20 539,25
000000000000000112;900;10040;1004001900;100400190001100;3 013,00
000000000000000113;900;10010;1001001400;100100140001100;1 745,30
000000000000000114;900;10010;1001001400;100100140001300;59,01
000000000000000119;900;10010;1001001400;100100140001600;0,16
000000000000000121;900;10010;1001001400;100100140001600;7,31
000000000000000124;900;10010;1001001400;100100140001600;1,92
000000000000000125;900;10040;1004001900;100400190001100;888,98
000000000000000137;900;10010;1001001400;100100140001600;812,16
000000000000000138;900;10040;1004001900;100400190001100;3 159,24
000000000000000139;900;10010;1001001400;100100140001100;64,61
000000000000000140;900;10010;1001001400;100100140001300;152,89
000000000000000145;900;10040;1004001900;100400190001100;18,39
000000000000000149;900;10010;1001001400;100100140001700;64,74
000000000000000150;900;10040;1004001900;100400190001200;3 683,46
000000000000000151;900;10010;1001001400;100100140001200;5 927,76
000000000000000152;900;10010;1001001400;100100140001400;1 028,07
000000000000000154;900;10010;1001001400;100100140001600;304,25
000000000000000156;900;10010;1001001400;100100140001800;0,20
000000000000000157;900;10040;1004001900;100400190001100;2,27
000000000000000158;900;10010;1001001400;100100140001100;24,45
000000000000000160;900;10010;1001001400;100100140001600;27,63
000000000000000164;925;10330;1033001100;103300110001100;18,00
000000000000000171;900;10010;1001001500;100100150001500;298,36
000000000000000172;900;10010;1001001500;100100150001500;36 815,11
000000000000000176;900;10040;1004002100;100400210001100;14 456,78
000000000000000177;900;10010;1001001500;100100150001100;109 749,28
000000000000000178;900;10010;1001001500;100100150001300;2 316,37
000000000000000182;900;10010;1001001500;100100150001500;24 318,54
000000000000000183;900;10010;1001001500;100100150001100;4 603,86
000000000000000184;900;10010;1001001500;100100150001300;659,39
000000000000000197;900;10010;1001001500;100100150001100;4,35
000000000000000202;900;10010;1001001500;100100150001500;687,93
000000000000000203;900;10040;1004002100;100400210001100;450,47
000000000000000210;900;10010;1001001500;100100150001600;57,23
000000000000000211;900;10040;1004002100;100400210001200;570,48
000000000000000212;900;10010;1001001500;100100150001200;16,76
000000000000000215;900;10010;1001001500;100100150001500;313,64
000000000000000218;900;10040;1004002100;100400210001100;7,70
000000000000000219;900;10010;1001001500;100100150001100;49,19
000000000000000221;900;10010;1001001500;100100150001500;2,23
000000000000000223;900;10010;1001001500;100100150001100;4,16
000000000000000225;925;10330;1033001100;103300110001100;16,34
000000000000000229;900;10010;1001001600;100100160001500;8 054,64
000000000000000233;900;10040;1004002300;100400230001100;4 958,96
000000000000000234;900;10010;1001001600;100100160001100;36 940,69
000000000000000235;900;10010;1001001600;100100160001300;1 733,52
000000000000000237;900;10010;1001001600;100100160001500;9 137,18
000000000000000255;900;10010;1001001600;100100160001500;120,83
000000000000000256;900;10040;1004002300;100400230001100;14,86
000000000000000276;900;10010;1001001600;100100160001500;111,92
000000000000000279;900;10040;1004002300;100400230001100;5,23
000000000000000280;900;10010;1001001600;100100160001100;35,17
000000000000000286;925;10330;1033001100;103300110001100;54,94
000000000000000288;900;10010;1001001700;100100170001400;25 837,23
000000000000000292;900;10040;1004002400;100400240001100;9 784,35
000000000000000293;900;10010;1001001700;100100170001100;38 200,28
000000000000000294;900;10010;1001001700;100100170001200;790,47
000000000000000295;900;10010;1001001700;100100170001100;0,59
000000000000000296;900;10010;1001001700;100100170001400;12 303,61
000000000000000297;900;10010;1001001700;100100170001100;5 508,34
000000000000000312;900;10040;1004002400;100400240001100;17,27
000000000000000318;900;10010;1001001700;100100170001400;60,58
000000000000000322;900;10010;1001001700;100100170001100;8,94
000000000000000324;900;10010;1001001700;100100170001400;10,00
000000000000000325;900;10010;1001001700;100100170001100;131,86
000000000000000327;925;10330;1033001100;103300110001100;0,15
000000000000000330;900;10010;1001001800;100100180001300;35,49
000000000000000331;900;10010;1001001800;100100180001300;7 778,09
000000000000000335;900;10040;1004002500;100400250001100;5 012,93
000000000000000336;900;10010;1001001800;100100180001100;6 886,50
000000000000000337;900;10010;1001001800;100100180001200;436,88
000000000000000338;900;10010;1001001800;100100180001300;4 058,43
000000000000000339;900;10010;1001001800;100100180001200;9,13
000000000000000355;900;10040;1004002500;100400250001100;0,03
000000000000000356;900;10010;1001001800;100100180001100;0,01
000000000000000359;925;10330;1033001100;103300110001100;0,68
000000000000000362;900;10010;1001001900;100100190001300;7 458,61
000000000000000366;900;10040;1004002700;100400270001100;8 426,10
000000000000000367;900;10010;1001001900;100100190001100;16 835,22
000000000000000368;900;10010;1001001900;100100190001200;570,55
000000000000000371;900;10010;1001001900;100100190001300;6 125,38
000000000000000383;900;10040;1004002700;100400270001100;0,63
000000000000000390;900;10010;1001001900;100100190001300;1,64
000000000000000393;900;10040;1004002700;100400270001100;10,24
000000000000000397;925;10330;1033001100;103300110001100;0,00
000000000000000398;900;10010;1001002000;100100200001300;0,49
000000000000000399;900;10010;1001002000;100100200001300;5 048,42
000000000000000403;900;10040;1004002800;100400280001100;2 493,64
000000000000000404;900;10010;1001002000;100100200001100;5 857,95
000000000000000405;900;10010;1001002000;100100200001200;164,31
000000000000000406;900;10040;1004002800;100400280001100;0,18
000000000000000407;900;10010;1001002000;100100200001300;2 105,43
000000000000000408;900;10010;1001002000;100100200001200;1,44
000000000000000420;925;10330;1033001100;103300110001100;15,02
000000000000000422;900;10010;1001002100;100100210001300;6,48
000000000000000424;900;10010;1001002100;100100210001300;12 583,99
000000000000000428;900;10040;1004003000;100400300001100;4 114,94
000000000000000429;900;10010;1001002100;100100210001100;23 678,54
000000000000000430;900;10010;1001002100;100100210001200;214,56
000000000000000432;900;10010;1001002100;100100210001300;6 146,52
000000000000000433;900;10010;1001002100;100100210001100;2 822,76
000000000000000434;900;10010;1001002100;100100210001200;31,39
000000000000000441;900;10040;1004003000;100400300001100;204,19
000000000000000447;900;10010;1001002100;100100210001300;142,89
000000000000000449;900;10040;1004003000;100400300001100;0,29
000000000000000450;900;10010;1001002100;100100210001100;0,02
000000000000000458;900;10010;1001002200;100100220001300;6 343,41
000000000000000461;900;10040;1004003300;100400330001100;366,82
000000000000000462;900;10010;1001002200;100100220001100;8 440,43
000000000000000463;900;10010;1001002200;100100220001200;152,98
000000000000000464;900;10010;1001002200;100100220001300;2 131,06
000000000000000476;900;10010;1001002200;100100220001300;0,41
000000000000000485;900;10010;1001002300;100100230001300;3 900,90
000000000000000489;900;10040;1004003400;100400340001100;99,36
000000000000000490;900;10010;1001002300;100100230001100;8 534,20
000000000000000491;900;10010;1001002300;100100230001200;43,08
000000000000000492;900;10010;1001002300;100100230001300;2 156,36
000000000000000498;900;10010;1001002300;100100230001300;0,89
000000000000000500;900;10040;1004003400;100400340001100;39,94
000000000000000507;900;10010;1001002400;100100240001300;425,14
000000000000000509;900;10040;1004003500;100400350001100;58,64
000000000000000510;900;10010;1001002400;100100240001100;737,55
000000000000000512;900;10010;1001002400;100100240001300;1 011,85
000000000000000528;900;10010;1001002500;100100250001300;187,60
000000000000000532;900;10010;1001002500;100100250001100;116,00
000000000000000533;900;10010;1001002500;100100250001200;21,70
000000000000000551;900;10010;1001002700;100100270001100;80,93
000000000000000554;925;10330;1033001200;103300120001100;0,77
000000000000000559;900;10010;1001002800;100100280001100;863,55
000000000000000563;900;10010;1001002800;100100280001100;273,27
000000000000000564;900;10010;1001002800;100100280001100;1 552,61
000000000000000567;900;10010;1001002800;100100280001100;247,84
000000000000000577;900;10010;1001002900;100100290001100;719,77
000000000000000584;900;10010;1001002900;100100290001100;1 105,46
000000000000000586;900;10010;1001002900;100100290001100;459,29
000000000000000588;900;10010;1001002900;100100290001100;646,83
000000000000000599;900;10010;1001003000;100100300001100;31,16
000000000000000603;900;10010;1001003000;100100300001100;9,99
000000000000000608;900;10013;1001301200;100130120001200;1 863,92
000000000000000610;900;10013;1001301200;100130120001100;56,99
000000000000000613;900;10013;1001301500;100130150001200;4 013,80
000000000000000615;900;10013;1001301500;100130150001100;241,01
000000000000000618;900;10013;1001301700;100130170001200;4 433,01
000000000000000620;900;10013;1001301700;100130170001100;4,05
000000000000000621;900;10013;1001301800;100130180001200;1 887,91
000000000000000623;925;10330;1033001300;103300130001100;0,11
000000000000000624;905;10020;1002001100;100200110001100;19,04
000000000000000625;905;10020;1002001100;100200110001100;0,12
000000000000000633;925;10330;1033001300;103300130001100;1,66
000000000000000636;905;10020;1002001200;100200120001100;8,60
000000000000000643;925;10330;1033001300;103300130001100;0,28
000000000000000646;905;10020;1002001300;100200130001100;3,62
000000000000000647;905;10020;1002001300;100200130001100;185,46
000000000000000650;905;10020;1002001300;100200130001100;1,09
000000000000000651;925;10330;1033001300;103300130001100;0,16
000000000000000654;905;10020;1002001400;100200140001100;2,16
000000000000000655;905;10020;1002001400;100200140001100;51,30
000000000000000658;905;10020;1002001400;100200140001100;2,38
000000000000000660;905;10020;1002001500;100200150001100;0,44
000000000000000664;905;10020;1002001500;100200150001100;693,39
000000000000000665;905;10020;1002001500;100200150001100;2,24
000000000000000666;905;10020;1002001500;100200150001100;719,57
000000000000000669;905;10020;1002001500;100200150001100;1,60
000000000000000671;905;10020;1002001500;100200150001100;0,66
000000000000000673;905;10020;1002001600;100200160001100;17,78
000000000000000674;905;10020;1002001600;100200160001100;312,44
000000000000000676;905;10020;1002002500;100200250001100;6,29
000000000000000681;905;10020;1002003300;100200330001100;1,19
000000000000000684;905;10020;1002003800;100200380001100;0,79
000000000000000695;905;10020;1002001100;100200110001100;9,16
000000000000000696;905;10020;1002001100;100200110001100;0,21
000000000000000703;905;10020;1002001200;100200120001100;64,33
000000000000000704;905;10020;1002001200;100200120001100;978,68
000000000000000706;905;10020;1002001200;100200120001100;10,05
000000000000000711;905;10020;1002001200;100200120001100;0,06
000000000000000715;905;10020;1002001300;100200130001100;4,27
000000000000000716;905;10020;1002001300;100200130001100;4 658,04
000000000000000717;905;10020;1002001300;100200130001100;0,07
000000000000000723;905;10020;1002001400;100200140001100;27,06
000000000000000724;905;10020;1002001400;100200140001100;1 497,04
000000000000000734;905;10020;1002001500;100200150001100;162,62
000000000000000737;925;10330;1033001300;103300130001100;2,23
000000000000000743;905;10020;1002001700;100200170001100;0,51
000000000000000746;905;10020;1002001700;100200170001100;5,37
000000000000000747;905;10020;1002001700;100200170001100;10 999,27
000000000000000748;905;10020;1002001700;100200170001100;19,45
000000000000000749;905;10020;1002001700;100200170001100;41,54
000000000000000752;905;10020;1002001700;100200170001100;2,30
000000000000000756;905;10020;1002001700;100200170001100;0,05
000000000000000763;905;10020;1002001800;100200180001100;9,94
000000000000000764;905;10020;1002001800;100200180001100;1 926,90
000000000000000765;905;10020;1002001800;100200180001100;17,91
000000000000000766;905;10020;1002001800;100200180001100;11,93
000000000000000772;905;10020;1002001800;100200180001200;957,17
000000000000000773;905;10020;1002001800;100200180001200;10,78
000000000000000774;905;10020;1002001800;100200180001200;32,95
000000000000000782;905;10020;1002001900;100200190001100;45,17
000000000000000783;905;10020;1002001900;100200190001100;3 960,29
000000000000000784;905;10020;1002001900;100200190001100;6,26
000000000000000785;905;10020;1002001900;100200190001100;26,43
000000000000000791;905;10020;1002001900;100200190001100;0,18
000000000000000808;905;10020;1002002000;100200200001100;3,22
000000000000000809;905;10020;1002002000;100200200001100;2 374,68
000000000000000810;905;10020;1002002000;100200200001100;30,89
000000000000000811;905;10020;1002002000;100200200001100;25,21
000000000000000823;905;10020;1002002100;100200210001100;8,93
000000000000000824;905;10020;1002002100;100200210001100;5 418,78
000000000000000825;905;10020;1002002100;100200210001100;21,01
000000000000000826;905;10020;1002002100;100200210001100;50,31
000000000000000832;905;10020;1002002100;100200210001100;0,63
000000000000000833;905;10020;1002002100;100200210001200;8,17
000000000000000834;905;10020;1002002100;100200210001200;1 326,46
000000000000000835;905;10020;1002002100;100200210001200;5,68
000000000000000839;905;10020;1002002100;100200210001200;0,31
000000000000000842;905;10020;1002002200;100200220001100;5,68
000000000000000843;905;10020;1002002200;100200220001100;2 316,97
000000000000000844;905;10020;1002002200;100200220001100;6,01
000000000000000845;905;10020;1002002200;100200220001100;11,27
000000000000000850;905;10020;1002002200;100200220001200;13,90
000000000000000851;905;10020;1002002200;100200220001200;1 316,68
000000000000000852;905;10020;1002002200;100200220001200;21,72
000000000000000853;905;10020;1002002200;100200220001200;30,41
000000000000000855;905;10020;1002002200;100200220001300;10,59
000000000000000859;905;10020;1002002300;100200230001100;4,23
000000000000000860;905;10020;1002002300;100200230001100;20,67
000000000000000861;905;10020;1002002300;100200230001100;3 957,99
000000000000000862;905;10020;1002002300;100200230001100;68,88
000000000000000863;905;10020;1002002300;100200230001100;26,52
000000000000000871;925;10330;1033001300;103300130001100;0,29
000000000000000876;905;10020;1002002600;100200260001100;0,77
000000000000000877;905;10020;1002002600;100200260001100;5 369,02
000000000000000878;905;10020;1002002600;100200260001100;1 341,35
000000000000000879;905;10020;1002002600;100200260001100;162,03
000000000000000889;905;10020;1002002600;100200260001100;0,24
000000000000000893;905;10020;1002002600;100200260001200;21,58
000000000000000894;905;10020;1002002600;100200260001200;1 881,36
000000000000000895;905;10020;1002002600;100200260001200;2,20
000000000000000896;905;10020;1002002600;100200260001200;44,96
000000000000000903;905;10020;1002002700;100200270001100;41,76
000000000000000905;905;10020;1002002700;100200270001100;2 440,62
000000000000000906;905;10020;1002002700;100200270001100;35,44
000000000000000907;905;10020;1002002700;100200270001100;16,84
000000000000000913;905;10020;1002002700;100200270001200;1 698,57
000000000000000915;905;10020;1002002700;100200270001200;14,62
000000000000000918;905;10020;1002002700;100200270001400;23,17
000000000000000921;905;10020;1002002800;100200280001100;6,02
000000000000000922;905;10020;1002002800;100200280001100;1 095,39
000000000000000923;905;10020;1002002800;100200280001100;12,05
000000000000000924;905;10020;1002002800;100200280001100;2,41
000000000000000930;905;10020;1002002900;100200290001100;20,46
000000000000000931;905;10020;1002002900;100200290001100;4 598,37
000000000000000932;905;10020;1002002900;100200290001100;43,65
000000000000000933;905;10020;1002002900;100200290001100;40,91
000000000000000940;905;10020;1002002900;100200290001200;1,65
000000000000000941;905;10020;1002002900;100200290001200;1 910,69
000000000000000942;905;10020;1002002900;100200290001200;16,46
000000000000000950;905;10020;1002003000;100200300001100;2,98
000000000000000951;905;10020;1002003000;100200300001100;2 380,89
000000000000000952;905;10020;1002003000;100200300001100;28,81
000000000000000953;905;10020;1002003000;100200300001100;22,46
000000000000000965;905;10020;1002003000;100200300001200;1 596,57
000000000000000967;905;10020;1002003000;100200300001200;6,55
000000000000000973;905;10020;1002003100;100200310001100;1 146,34
000000000000000975;905;10020;1002003100;100200310001100;1,31
000000000000000979;905;10020;1002003100;100200310001200;1 692,12
000000000000000980;905;10020;1002003100;100200310001200;4,91
000000000000000981;905;10020;1002003100;100200310001200;38,88
000000000000000987;905;10020;1002003200;100200320001100;13,32
000000000000000988;905;10020;1002003200;100200320001100;2 747,05
000000000000000989;905;10020;1002003200;100200320001100;32,18
000000000000000990;905;10020;1002003200;100200320001100;10,98
000000000000000998;905;10020;1002003200;100200320001200;25,81
000000000000000999;905;10020;1002003200;100200320001200;2 261,61
000000000000001007;905;10020;1002003400;100200340001100;1 087,28
000000000000001008;905;10020;1002003400;100200340001100;6,95
000000000000001009;905;10020;1002003400;100200340001100;23,27
000000000000001014;905;10020;1002003500;100200350001100;6,11
000000000000001015;905;10020;1002003500;100200350001100;2 531,61
000000000000001016;905;10020;1002003500;100200350001100;19,70
000000000000001017;905;10020;1002003500;100200350001100;5,43
000000000000001027;905;10020;1002003500;100200350001200;1 648,28
000000000000001028;905;10020;1002003500;100200350001200;12,67
000000000000001036;905;10020;1002003600;100200360001100;5,28
000000000000001037;905;10020;1002003600;100200360001100;1 418,32
000000000000001038;905;10020;1002003600;100200360001100;26,39
000000000000001050;905;10020;1002003600;100200360001200;1 100,04
000000000000001059;905;10020;1002003600;100200360001300;26,41
000000000000001061;905;10020;1002003600;100200360001400;16,70
000000000000001064;905;10020;1002003600;100200360001500;38 390,00
000000000000001070;925;10330;1033001300;103300130001100;1,06
000000000000001073;905;10020;1002003700;100200370001100;15,95
000000000000001074;905;10020;1002003700;100200370001100;2 792,95
000000000000001075;905;10020;1002003700;100200370001100;70,21
000000000000001077;905;10020;1002003700;100200370001100;17,53
000000000000001084;905;10020;1002003700;100200370001200;6 857,06
000000000000001085;905;10020;1002003700;100200370001200;1,28
000000000000001086;905;10020;1002003700;100200370001200;20,49
000000000000001090;905;10020;1002003700;100200370001300;1,55
000000000000001095;905;10020;1002003900;100200390001100;1 040,18
000000000000001096;905;10020;1002003900;100200390001100;15,89
000000000000001101;905;10020;1002003900;100200390001200;803,46
000000000000001111;905;10020;1002004000;100200400001100;1 204,46
000000000000001112;905;10020;1002004000;100200400001100;7,45
000000000000001113;905;10020;1002004000;100200400001100;0,95
000000000000001117;905;10020;1002004100;100200410001100;1 331,52
000000000000001122;905;10020;1002004200;100200420001100;6,11
000000000000001123;905;10020;1002004200;100200420001100;1 358,07
000000000000001124;905;10020;1002004200;100200420001100;4,35
000000000000001125;905;10020;1002004200;100200420001100;3,48
000000000000001131;905;10020;1002004200;100200420001200;10 065,65
000000000000001133;905;10020;1002004200;100200420001200;5,88
000000000000001137;905;10020;1002004300;100200430001100;1 387,81
000000000000001139;905;10020;1002004300;100200430001100;10,96
000000000000001141;905;10020;1002004300;100200430001200;631,13
000000000000001148;905;10020;1002004300;100200430001300;35,59
000000000000001150;905;10020;1002004300;100200430001400;2,08
000000000000001154;905;10020;1002004500;100200450001100;1 001,78
000000000000001155;905;10020;1002004500;100200450001100;18,16
000000000000001161;905;10020;1002004500;100200450001200;296,10
000000000000001166;905;10020;1002004700;100200470001100;583,39
000000000000001169;905;10020;1002004700;100200470001200;146,86
000000000000001170;905;10020;1002004700;100200470001200;3,82
000000000000001171;905;10020;1002004700;100200470001200;62 040,33
000000000000001174;905;10020;1002004800;100200480001100;637,87
000000000000001175;905;10020;1002004800;100200480001100;9,86
000000000000001177;905;10020;1002004800;100200480001200;305,16
000000000000001179;905;10020;1002004800;100200480001300;13,54
000000000000001181;905;10020;1002004900;100200490001100;221,92
000000000000001185;905;10020;1002004900;100200490001200;53,63
000000000000001189;905;10020;1002005000;100200500001100;282,86
000000000000001192;905;10020;1002005000;100200500001200;38,85
000000000000001204;905;10020;1002005500;100200550001100;1,56
000000000000001208;905;10020;1002005600;100200560001100;0,44
000000000000001211;905;10020;1002005700;100200570001100;3,11
000000000000001216;905;10020;1002005200;100200520001100;8,89
000000000000001225;905;10020;1002005500;100200550001100;12,53
000000000000001228;905;10020;1002005500;100200550001100;15,44
000000000000001233;905;10020;1002005800;100200580001100;31,21
000000000000001238;905;10020;1002005900;100200590001100;31,31
000000000000001239;905;10020;1002005900;100200590001100;57,65
000000000000001243;905;10020;1002005900;100200590001200;73,34
000000000000001250;905;10020;1002006000;100200600001100;190,48
000000000000001252;925;10330;1033001400;103300140001100;0,78
000000000000001259;905;10020;1002006200;100200620001100;24,95
000000000000001260;905;10020;1002006200;100200620001100;20,36
000000000000001264;905;10020;1002006200;100200620001200;55,42
000000000000001269;905;10020;1002006300;100200630001100;168,22
000000000000001274;905;10020;1002006300;100200630001200;15,64
000000000000001275;905;10020;1002006300;100200630001200;36,52
000000000000001277;905;10020;1002006300;100200630001300;2,89
000000000000001278;925;10330;1033001400;103300140001100;0,21
000000000000001279;905;10020;1002006400;100200640001100;7,41
000000000000001280;905;10020;1002006400;100200640001100;35,51
000000000000001284;905;10020;1002006600;100200660001100;13,06
000000000000001286;905;10020;1002006600;100200660001100;10,39
000000000000001287;905;10020;1002006600;100200660001100;84,10
000000000000001294;905;10020;1002006600;100200660001200;15,84
000000000000001295;905;10020;1002006600;100200660001200;51,92
000000000000001300;905;10020;1002006700;100200670001100;14,62
000000000000001302;905;10020;1002006700;100200670001200;6,77
000000000000001303;905;10020;1002006700;100200670001200;43,99
000000000000001308;905;10020;1002006800;100200680001100;4,21
000000000000001309;905;10020;1002006800;100200680001100;2,46
000000000000001314;905;10020;1002006900;100200690001100;22,49
000000000000001315;905;10020;1002006900;100200690001100;32,73
000000000000001320;905;10020;1002006900;100200690001200;17,29
000000000000001321;905;10020;1002006900;100200690001200;459,24
000000000000001325;905;10020;1002007000;100200700001100;30,81
000000000000001326;905;10020;1002007000;100200700001100;140,83
000000000000001328;905;10020;1002007000;100200700001200;5,36
000000000000001330;905;10020;1002007000;100200700001200;229,67
000000000000001333;905;10020;1002007100;100200710001100;137,45
000000000000001334;905;10020;1002007100;100200710001100;18,46
000000000000001336;905;10020;1002007100;100200710001200;445,54
000000000000001339;905;10020;1002007200;100200720001100;39,98
000000000000001341;905;10020;1002007200;100200720001200;13,98
000000000000001342;905;10020;1002007200;100200720001200;145,31
000000000000001352;905;10020;1002007400;100200740001100;1,04
000000000000001354;905;10020;1002007500;100200750001100;28,52
000000000000001355;905;10020;1002007500;100200750001100;106,60
000000000000001358;905;10020;1002007500;100200750001200;3,96
000000000000001364;905;10020;1002007600;100200760001100;21,11
000000000000001372;905;10020;1002007600;100200760001200;57,68
000000000000001375;905;10020;1002007600;100200760001400;45,37
000000000000001376;905;10020;1002007600;100200760001400;6,98
000000000000001380;905;10020;1002007700;100200770001100;2,19
000000000000001381;905;10020;1002007700;100200770001100;4,26
000000000000001386;905;10020;1002007700;100200770001200;439,04
000000000000001388;905;10020;1002007700;100200770001300;13,98
000000000000001390;905;10020;1002007800;100200780001100;34,94
000000000000001391;905;10020;1002007800;100200780001100;19,85
000000000000001393;905;10020;1002007800;100200780001200;19,15
000000000000001397;905;10020;1002007900;100200790001100;11,18
000000000000001402;905;10020;1002008000;100200800001100;20,75
000000000000001406;905;10020;1002008100;100200810001100;92,22
000000000000001409;905;10020;1002008100;100200810001200;28,62
000000000000001410;905;10020;1002008100;100200810001300;5,38
000000000000001417;905;10020;1002008200;100200820001100;27,40
000000000000001419;905;10020;1002008200;100200820001200;19,93
000000000000001420;905;10020;1002008200;100200820001200;18,27
000000000000001422;905;10020;1002008200;100200820001300;1,87
000000000000001423;905;10020;1002008200;100200820001400;58,41
000000000000001433;905;10020;1002008400;100200840001100;526,64
000000000000001434;905;10020;1002008400;100200840001100;37,46
000000000000001436;905;10020;1002008400;100200840001200;202,56
000000000000001440;905;10020;1002008500;100200850001100;14,80
000000000000001441;905;10020;1002008500;100200850001100;230,16
000000000000001443;905;10020;1002008500;100200850001200;24,00
000000000000001448;905;10020;1002008600;100200860001100;68,29
000000000000001449;905;10020;1002008600;100200860001100;49,66
000000000000001450;905;10020;1002008600;100200860001200;8,65
000000000000001451;905;10020;1002008600;100200860001200;3,46
000000000000001455;905;10020;1002008700;100200870001100;71,71
000000000000001468;900;10040;1004001300;100400130001200;16,93
000000000000001470;900;10040;1004001300;100400130001200;1 115,36
000000000000001475;900;10040;1004001600;100400160001100;2 281,07
000000000000001480;900;10040;1004001600;100400160001200;16,46
000000000000001481;900;10040;1004001600;100400160001200;2 271,35
000000000000001483;900;10040;1004001900;100400190001200;1 088,64
000000000000001485;900;10040;1004002100;100400210001200;465,70
000000000000001487;900;10040;1004001200;100400120001200;512,64
000000000000001490;900;10040;1004001400;100400140001100;8,99
000000000000001491;900;10040;1004001400;100400140001100;4 748,63
000000000000001497;900;10040;1004001400;100400140001200;10 301,20
000000000000001498;900;10040;1004001400;100400140001100;3,77
000000000000001503;925;10330;1033001900;103300190001100;0,26
000000000000001507;925;10330;1033001900;103300190001100;0,68
000000000000001508;900;10040;1004001300;100400130001100;21,58
000000000000001511;900;10040;1004001300;100400130001100;76,28
000000000000001512;900;10040;1004001300;100400130001100;1,68
000000000000001513;900;10040;1004001300;100400130001100;812,79
000000000000001515;900;10040;1004001300;100400130001100;1 198,56
000000000000001520;900;10040;1004001300;100400130001100;14,55
000000000000001522;900;10040;1004001600;100400160001100;339,28
000000000000001524;900;10040;1004001600;100400160001100;351,35
000000000000001525;900;10040;1004001600;100400160001100;6,78
000000000000001534;900;10040;1004001600;100400160001100;2 784,24
000000000000001545;900;10050;1005007600;100500760001100;0,05
000000000000001546;900;10040;1004001600;100400160001100;15,59
000000000000001549;900;10040;1004001800;100400180001100;5,59
000000000000001553;925;10330;1033001900;103300190001100;0,59
000000000000001557;900;10040;1004001900;100400190001100;595,54
000000000000001558;900;10040;1004001900;100400190001100;208,88
000000000000001562;900;10040;1004001900;100400190001100;201,59
000000000000001570;900;10040;1004001900;100400190001100;1 429,77
000000000000001571;900;10040;1004001900;100400190001100;3 432,11
000000000000001572;900;10050;1005007700;100500770001200;0,12
000000000000001576;900;10040;1004001900;100400190001200;17,44
000000000000001577;900;10050;1005015800;100501580001100;47,01
000000000000001579;900;10050;1005015800;100501580001300;4,87
000000000000001581;900;10050;1005015800;100501580001500;0,05
000000000000001583;900;10050;1005007700;100500770001300;41,59
000000000000001584;900;10040;1004001900;100400190001100;2,12
000000000000001586;900;10050;1005007700;100500770001200;13,08
