Код материала;PRODH0;Иерархия 1 уровня;Иерархия 2 уровня;PRDHA;Количество в ПЕИ
000000000000009077;905;10240;1024002900;102400290001200;6 749,78
000000000000009078;905;10240;1024002900;102400290001200;11,27
000000000000009082;905;10240;1024002900;102400290001200;0,06
000000000000009084;905;10240;1024002900;102400290001300;14,75
000000000000009085;905;10240;1024002900;102400290001300;10 495,42
000000000000009086;905;10240;1024002900;102400290001300;3,37
000000000000009092;905;10240;1024002900;102400290001400;361,96
000000000000009097;905;10240;1024006300;102400630001300;176,45
000000000000009102;905;10240;1024006300;102400630001400;20,36
000000000000009108;905;10240;1024006300;102400630001100;19,14
000000000000009115;905;10240;1024006300;102400630001200;12,57
000000000000009116;905;10240;1024006300;102400630001200;5 196,45
000000000000009129;905;10240;1024006450;102400645001200;37,04
000000000000009137;905;10240;1024006700;102400670001300;33,06
000000000000009142;905;10240;1024006700;102400670001400;71,89
000000000000009148;905;10240;1024006700;102400670001100;53,49
000000000000009153;905;10240;1024006700;102400670001200;11,68
000000000000009164;905;10240;1024006600;102400660001100;1,45
000000000000009169;905;10240;1024006900;102400690001200;34,15
000000000000009176;905;10240;1024006900;102400690001100;5,85
000000000000009177;905;10240;1024006900;102400690001100;528,36
000000000000009182;905;10240;1024006800;102400680001200;5,05
000000000000009187;905;10240;1024007000;102400700001100;154,79
000000000000009188;905;10240;1024007000;102400700001100;124,44
000000000000009197;905;10240;1024007100;102400710001100;22,03
000000000000009198;905;10240;1024007100;102400710001100;818,97
000000000000009205;905;10240;1024007100;102400710001300;32,18
000000000000009206;905;10240;1024007100;102400710001300;290,74
000000000000009214;905;10240;1024007100;102400710001500;170,58
000000000000009220;905;10240;1024007200;102400720001200;334,96
000000000000009224;905;10240;1024007200;102400720001300;178,44
000000000000009225;905;10240;1024007200;102400720001300;458,56
000000000000009228;905;10240;1024007300;102400730001100;3,84
000000000000009231;905;10240;1024007400;102400740001100;1,78
000000000000009235;905;10240;1024007400;102400740001200;122,33
000000000000009238;905;10240;1024007400;102400740001300;60,28
000000000000009239;905;10240;1024007400;102400740001300;124,96
000000000000009244;905;10240;1024007400;102400740001400;220,39
000000000000009251;905;10240;1024004800;102400480001100;13,43
000000000000009263;905;10240;1024005000;102400500001100;14,06
000000000000009267;905;10240;1024005100;102400510001100;62,38
000000000000009274;905;10240;1024005200;102400520001100;50,07
000000000000009279;905;10240;1024005200;102400520001200;7,78
000000000000009284;905;10240;1024005300;102400530001200;0,27
000000000000009288;905;10240;1024005300;102400530001200;787,48
000000000000009299;905;10240;1024005500;102400550001200;9 992,58
000000000000009303;905;10240;1024005500;102400550001300;0,07
000000000000009305;905;10240;1024005500;102400550001300;133,23
000000000000009316;905;10240;1024005700;102400570001200;35,46
000000000000009325;905;10240;1024005900;102400590001100;6,76
000000000000009329;905;10240;1024005900;102400590001200;10 058,80
000000000000009340;905;10240;1024005900;102400590001400;65,00
000000000000009347;905;10240;1024006000;102400600001100;49,79
000000000000009352;905;10240;1024006000;102400600001300;22,76
000000000000009358;905;10240;1024006100;102400610001100;14,40
000000000000009361;905;10240;1024006100;102400610001200;58,84
000000000000009362;905;10240;1024006100;102400610001200;2,91
000000000000009371;935;30510;3051001600;305100160001100;14,65
000000000000009373;935;30510;3051001600;305100160001100;28,42
000000000000009376;935;30510;3051001600;305100160001100;3,23
000000000000009377;935;30510;3051001600;305100160001100;156,22
000000000000009378;935;30510;3051001600;305100160001100;9,64
000000000000009379;935;30510;3051001600;305100160001100;66,71
000000000000009383;935;30510;3051001600;305100160001100;13,81
000000000000009384;935;30510;3051001600;305100160001100;23,96
000000000000009385;935;30510;3051001600;305100160001100;29,69
000000000000009387;935;30510;3051001600;305100160001100;9,91
000000000000009388;935;30510;3051001600;305100160001100;3,31
000000000000009389;935;30510;3051001600;305100160001100;5,91
000000000000009391;935;30510;3051001600;305100160001100;95,71
000000000000009392;935;30510;3051001700;305100170001100;16,87
000000000000009393;935;30510;3051001700;305100170001100;5,03
000000000000009400;935;30510;3051001700;305100170001100;5,59
000000000000009401;935;30510;3051001700;305100170001100;46,14
000000000000009403;935;30510;3051001700;305100170001100;5,39
000000000000009406;935;30510;3051001700;305100170001100;179,84
000000000000009407;935;30510;3051001700;305100170001100;2,07
000000000000009424;935;30510;3051001700;305100170001100;7,01
000000000000009430;935;30510;3051001700;305100170001100;7,59
000000000000009438;935;30510;3051001700;305100170001100;4,66
000000000000009443;935;30510;3051001700;305100170001100;8,01
000000000000009447;935;30510;3051001700;305100170001100;2,02
000000000000009454;935;30510;3051001700;305100170001100;0,27
000000000000009458;935;30510;3051001700;305100170001100;14,77
000000000000009460;935;30510;3051001700;305100170001100;3,14
000000000000009461;935;30510;3051001700;305100170001100;41,06
000000000000009464;935;30510;3051001700;305100170001100;3,45
000000000000009468;935;30510;3051001700;305100170001100;2,50
000000000000009470;935;30510;3051001700;305100170001100;5,78
000000000000009473;935;30510;3051001700;305100170001100;1,57
000000000000009477;935;30510;3051001800;305100180001100;4,75
000000000000009480;935;30510;3051001800;305100180001100;10,99
000000000000009481;935;30510;3051001800;305100180001100;3,12
000000000000009482;935;30510;3051001800;305100180001100;5,96
000000000000009483;935;30510;3051001800;305100180001100;272,98
000000000000009493;935;30510;3051001800;305100180001100;1,58
000000000000009494;935;30510;3051001800;305100180001100;0,40
000000000000009495;935;30510;3051001800;305100180001100;74,87
000000000000009501;935;30510;3051001800;305100180001100;18,47
000000000000009502;935;30510;3051001800;305100180001100;38,39
000000000000009504;935;30510;3051001800;305100180001100;0,40
000000000000009506;935;30510;3051001800;305100180001100;3,12
000000000000009507;935;30510;3051001800;305100180001100;7,27
000000000000009510;935;30510;3051001900;305100190001100;29,18
000000000000009517;935;30510;3051001900;305100190001100;50,27
000000000000009519;935;30510;3051001900;305100190001100;16,92
000000000000009520;935;30510;3051001900;305100190001100;14 228,07
000000000000009526;935;30510;3051001900;305100190001100;0,70
000000000000009532;935;30510;3051001900;305100190001100;4,99
000000000000009533;935;30510;3051001900;305100190001100;1,11
000000000000009535;935;30510;3051001900;305100190001100;15,42
000000000000009537;935;30510;3051001900;305100190001100;0,17
000000000000009538;935;30510;3051001900;305100190001100;3,79
000000000000009544;935;30510;3051001900;305100190001100;1,52
000000000000009547;935;30510;3051001900;305100190001100;13,28
000000000000009548;935;30510;3051001900;305100190001100;6,35
000000000000009549;935;30510;3051001900;305100190001100;44,13
000000000000009552;935;30510;3051001900;305100190001100;0,08
000000000000009553;935;30510;3051001900;305100190001100;46,42
000000000000009554;935;30510;3051001900;305100190001100;1,51
000000000000009555;935;30510;3051001900;305100190001100;59,15
000000000000009556;935;30510;3051001900;305100190001100;2,36
000000000000009559;935;30510;3051001900;305100190001100;1,52
000000000000009560;935;30510;3051001900;305100190001100;6,79
000000000000009561;935;30510;3051001900;305100190001100;0,46
000000000000009562;935;30510;3051001900;305100190001100;72,00
000000000000009563;935;30510;3051001900;305100190001100;2,32
000000000000009564;935;30510;3051001900;305100190001100;1,56
000000000000009565;935;30510;3051001900;305100190001100;1,07
000000000000009566;935;30510;3051001900;305100190001100;4,99
000000000000009567;935;30510;3051001900;305100190001100;54,28
000000000000009569;935;30510;3051001900;305100190001100;3,06
000000000000009570;935;30511;3051101100;305110110001100;2,75
000000000000009575;935;30511;3051101100;305110110001100;5,70
000000000000009584;935;30511;3051101100;305110110001100;0,78
000000000000009585;935;30511;3051101100;305110110001100;2 143,02
000000000000009586;935;30511;3051101100;305110110001100;2,88
000000000000009593;935;30511;3051101100;305110110001100;0,11
000000000000009597;935;30511;3051101100;305110110001100;57,76
000000000000009601;935;30511;3051101100;305110110001100;1,03
000000000000009602;935;30511;3051101100;305110110001100;120,31
000000000000009603;935;30511;3051101100;305110110001100;4,67
000000000000009606;935;30511;3051101100;305110110001100;1,34
000000000000009610;935;30511;3051101100;305110110001100;1,29
000000000000009611;935;30511;3051101100;305110110001100;1,80
000000000000009614;935;30511;3051101100;305110110001100;8,15
000000000000009615;935;30511;3051101100;305110110001100;3,80
000000000000009620;935;30511;3051101100;305110110001100;7,38
000000000000009621;935;30511;3051101100;305110110001100;8,87
000000000000009624;935;30511;3051101100;305110110001100;129,07
000000000000009629;935;30511;3051101100;305110110001100;1,93
000000000000009630;935;30511;3051101100;305110110001100;0,22
000000000000009634;935;30511;3051101100;305110110001100;12,23
000000000000009635;935;30511;3051101100;305110110001100;20,69
000000000000009637;935;30511;3051101100;305110110001100;3,58
000000000000009638;935;30511;3051101100;305110110001100;0,09
000000000000009639;935;30511;3051101100;305110110001100;13,37
000000000000009640;935;30511;3051101100;305110110001100;18,15
000000000000009645;935;30511;3051101100;305110110001100;4,21
000000000000009646;935;30511;3051101100;305110110001100;5,01
000000000000009648;935;30511;3051101100;305110110001100;43,99
000000000000009652;935;30511;3051101100;305110110001100;1,02
000000000000009654;935;30511;3051101100;305110110001100;34,46
000000000000009655;935;30511;3051101100;305110110001100;0,44
000000000000009660;935;30511;3051101100;305110110001100;0,65
000000000000009662;935;30511;3051101100;305110110001100;104,95
000000000000009663;935;30511;3051101100;305110110001100;2,03
000000000000009665;935;30511;3051101100;305110110001100;8,95
000000000000009666;935;30511;3051101100;305110110001100;10,13
000000000000009667;935;30511;3051101100;305110110001100;0,50
000000000000009669;935;30511;3051101100;305110110001100;602,38
000000000000009673;935;30511;3051101100;305110110001100;9,01
000000000000009676;935;30511;3051101100;305110110001100;111,20
000000000000009686;935;30511;3051101200;305110120001100;0,39
000000000000009693;935;30511;3051101200;305110120001100;0,34
000000000000009694;935;30511;3051101200;305110120001100;20,04
000000000000009699;935;30511;3051101300;305110130001100;211,41
000000000000009701;935;30511;3051101300;305110130001100;1,05
000000000000009707;935;30511;3051101300;305110130001100;1 337,03
000000000000009709;935;30511;3051101300;305110130001100;4,23
000000000000009711;935;30511;3051101300;305110130001100;110,93
000000000000009712;935;30511;3051101300;305110130001100;3,49
000000000000009713;935;30511;3051101300;305110130001100;92,27
000000000000009714;935;30511;3051101300;305110130001100;0,94
000000000000009719;935;30511;3051101300;305110130001100;3,73
000000000000009730;935;30511;3051101300;305110130001100;0,42
000000000000009733;935;30511;3051101300;305110130001100;4,04
000000000000009736;935;30511;3051101300;305110130001100;278,01
000000000000009737;935;30511;3051101300;305110130001100;15,63
000000000000009740;935;30511;3051101300;305110130001100;4,52
000000000000009741;935;30511;3051101300;305110130001100;49,97
000000000000009742;935;30511;3051101300;305110130001100;130,95
000000000000009749;935;30511;3051101300;305110130001100;5,18
000000000000009750;935;30511;3051101300;305110130001100;27,03
000000000000009752;935;30511;3051101300;305110130001100;8,52
000000000000009757;935;30511;3051101300;305110130001100;11,78
000000000000009759;935;30511;3051101300;305110130001100;3,80
000000000000009762;935;30511;3051101300;305110130001100;45,88
000000000000009763;935;30511;3051101500;305110150001100;16,28
000000000000009765;935;30511;3051101500;305110150001100;33,69
000000000000009766;935;30511;3051101500;305110150001100;15,58
000000000000009768;935;30511;3051101500;305110150001100;1 038,30
000000000000009771;935;30511;3051101500;305110150001100;1,97
000000000000009775;935;30511;3051101500;305110150001100;1,45
000000000000009776;935;30511;3051101500;305110150001100;0,62
000000000000009777;935;30511;3051101500;305110150001100;2,97
000000000000009778;935;30511;3051101500;305110150001100;26,60
000000000000009779;935;30511;3051101500;305110150001100;0,08
000000000000009781;935;30511;3051101500;305110150001100;27,31
000000000000009782;935;30511;3051101500;305110150001100;53,73
000000000000009783;935;30511;3051101500;305110150001100;4,02
000000000000009788;935;30511;3051101500;305110150001100;36,31
000000000000009796;935;30511;3051101500;305110150001100;12,98
000000000000009801;935;30511;3051101500;305110150001100;53,97
000000000000009802;935;30511;3051101500;305110150001100;45,86
000000000000009805;935;30511;3051101500;305110150001100;3,43
000000000000009812;935;30511;3051101500;305110150001100;5,19
000000000000009819;935;30511;3051101500;305110150001100;10,43
000000000000009821;935;30511;3051101500;305110150001100;3,01
000000000000009841;935;30511;3051101700;305110170001100;2,52
000000000000009842;935;30511;3051101700;305110170001100;84,96
000000000000009847;935;30511;3051101700;305110170001100;0,06
000000000000009848;935;30511;3051101700;305110170001100;0,08
000000000000009851;935;30511;3051101700;305110170001100;1,88
000000000000009852;935;30511;3051101700;305110170001100;90,07
000000000000009853;935;30511;3051101700;305110170001100;7,98
000000000000009854;935;30511;3051101700;305110170001100;162,39
000000000000009857;935;30511;3051101700;305110170001100;3,38
000000000000009858;935;30511;3051101700;305110170001100;1,50
000000000000009860;935;30511;3051101700;305110170001100;9 985,34
000000000000009862;935;30511;3051101700;305110170001100;2,87
000000000000009864;935;30511;3051101700;305110170001100;24,81
000000000000009865;935;30511;3051101700;305110170001100;75,85
000000000000009870;935;30511;3051101700;305110170001100;7,36
000000000000009871;935;30511;3051101700;305110170001100;5,30
000000000000009872;935;30511;3051101700;305110170001100;5,35
000000000000009874;935;30511;3051101700;305110170001100;401,49
000000000000009876;935;30511;3051101700;305110170001100;91,35
000000000000009877;935;30511;3051101700;305110170001100;503,34
000000000000009880;935;30511;3051101700;305110170001100;0,42
000000000000009883;935;30511;3051101700;305110170001100;0,99
000000000000009884;935;30511;3051101700;305110170001100;11,62
000000000000009886;935;30511;3051101700;305110170001100;61,50
000000000000009887;935;30511;3051101700;305110170001100;12,47
000000000000009888;935;30511;3051101700;305110170001100;2,15
000000000000009889;935;30511;3051101700;305110170001100;1,49
000000000000009890;935;30511;3051101700;305110170001100;353,14
000000000000009891;935;30511;3051101700;305110170001100;14,90
000000000000009892;935;30511;3051101700;305110170001100;2,37
000000000000009895;935;30511;3051101700;305110170001100;23,79
000000000000009897;935;30511;3051101700;305110170001100;6,86
000000000000009898;935;30511;3051101700;305110170001100;3,20
000000000000009899;935;30511;3051101700;305110170001100;0,04
000000000000009904;935;30511;3051101700;305110170001100;24,04
000000000000009905;935;30511;3051101700;305110170001100;139,62
000000000000009908;935;30511;3051101700;305110170001100;0,92
000000000000009913;935;30511;3051101700;305110170001100;84,58
000000000000009914;935;30511;3051101700;305110170001100;8,04
000000000000009918;935;30511;3051101700;305110170001100;5,06
000000000000009919;935;30511;3051101700;305110170001100;13,39
000000000000009920;935;30511;3051101700;305110170001100;36,82
000000000000009921;935;30511;3051101700;305110170001100;9,78
000000000000009925;935;30511;3051101700;305110170001100;10,89
000000000000009929;935;30511;3051101700;305110170001100;2,69
000000000000009930;935;30511;3051101700;305110170001100;2,17
000000000000009931;935;30511;3051101700;305110170001100;487,52
000000000000009932;935;30511;3051101700;305110170001100;21,93
000000000000009933;935;30511;3051101700;305110170001100;225,84
000000000000009937;935;30511;3051101700;305110170001100;41,20
000000000000009938;935;30511;3051101700;305110170001100;2,79
000000000000009940;935;30511;3051101700;305110170001100;2,02
000000000000009942;935;30511;3051101700;305110170001100;5,41
000000000000009945;935;30511;3051101700;305110170001100;0,31
000000000000009946;935;30511;3051101700;305110170001100;3,97
000000000000009948;935;30511;3051101700;305110170001100;7,25
000000000000009949;935;30511;3051101700;305110170001100;14,43
000000000000009952;935;30511;3051101700;305110170001100;3,85
000000000000009955;935;30511;3051101700;305110170001100;338,04
000000000000009961;935;30511;3051101700;305110170001100;11,84
000000000000009963;935;30511;3051101700;305110170001100;153,15
000000000000009968;935;30511;3051101700;305110170001100;1,69
000000000000009970;935;30511;3051101700;305110170001100;211,59
000000000000009979;935;30511;3051101800;305110180001100;29,65
000000000000009984;935;30511;3051101800;305110180001100;15,12
000000000000009985;935;30511;3051101800;305110180001100;3,64
000000000000009987;935;30511;3051101800;305110180001100;0,92
000000000000009991;935;30511;3051101800;305110180001100;128,34
000000000000010000;935;30511;3051101800;305110180001100;0,02
000000000000010011;935;30511;3051101900;305110190001100;1,86
000000000000010026;935;30511;3051101900;305110190001100;7,10
000000000000010030;935;30511;3051101900;305110190001100;12,64
000000000000010031;935;30511;3051101900;305110190001100;209,73
000000000000010034;935;30511;3051101900;305110190001100;65,78
000000000000010035;935;30511;3051101900;305110190001100;85,92
000000000000010036;935;30511;3051101900;305110190001100;0,93
000000000000010041;935;30511;3051101900;305110190001100;2,91
000000000000010042;935;30511;3051101900;305110190001100;75,04
000000000000010049;935;30511;3051101900;305110190001100;1,07
000000000000010050;935;30511;3051101900;305110190001100;7,00
000000000000010052;935;30511;3051101900;305110190001100;4,44
000000000000010055;935;30511;3051101900;305110190001100;14,92
000000000000010056;935;30511;3051101900;305110190001100;1,72
000000000000010057;935;30511;3051101900;305110190001100;4,37
000000000000010071;935;30511;3051101900;305110190001100;9,76
000000000000010072;935;30511;3051101900;305110190001100;13,95
000000000000010073;935;30511;3051101900;305110190001100;1,52
000000000000010076;935;30511;3051101900;305110190001100;4,92
000000000000010077;935;30511;3051101900;305110190001100;0,32
000000000000010080;935;30511;3051101900;305110190001100;24,25
000000000000010084;935;30511;3051101900;305110190001100;126,34
000000000000010085;935;30511;3051101900;305110190001100;579,99
000000000000010096;935;30511;3051101900;305110190001100;1,49
000000000000010100;935;30511;3051101900;305110190001100;53,72
000000000000010108;935;30511;3051101900;305110190001100;20,02
000000000000010109;935;30511;3051101900;305110190001100;104,48
000000000000010110;935;30511;3051101900;305110190001100;20,80
000000000000010124;935;30511;3051101900;305110190001100;56,73
000000000000010128;935;30511;3051101900;305110190001100;1,18
000000000000010131;935;30511;3051101900;305110190001100;1,91
000000000000010137;935;30511;3051102000;305110200001100;184,46
000000000000010138;935;30511;3051102000;305110200001100;1 028,29
000000000000010139;935;30511;3051102000;305110200001100;1,90
000000000000010140;935;30511;3051102000;305110200001100;1,51
000000000000010141;935;30511;3051102000;305110200001100;0,48
000000000000010142;935;30511;3051102000;305110200001100;59,29
000000000000010153;935;30511;3051102000;305110200001100;26,28
000000000000010156;935;30511;3051102000;305110200001100;4,05
000000000000010158;935;30511;3051102000;305110200001100;51,28
000000000000010159;935;30511;3051102000;305110200001100;2,46
000000000000010160;935;30511;3051102000;305110200001100;16,30
000000000000010161;935;30511;3051102000;305110200001100;6,30
000000000000010162;935;30511;3051102000;305110200001100;7,72
000000000000010163;935;30511;3051102000;305110200001100;17,06
000000000000010164;935;30511;3051102000;305110200001100;13,54
000000000000010166;935;30511;3051102000;305110200001100;3,06
000000000000010168;935;30511;3051102000;305110200001100;1,81
000000000000010169;935;30511;3051102000;305110200001100;118,56
000000000000010172;935;30511;3051102000;305110200001100;59,84
000000000000010173;935;30511;3051102000;305110200001100;3,26
000000000000010174;935;30511;3051102000;305110200001100;1,94
000000000000010177;935;30511;3051102000;305110200001100;1,04
000000000000010178;935;30511;3051102000;305110200001100;0,02
000000000000010180;935;30511;3051102000;305110200001100;70,32
000000000000010182;935;30511;3051102000;305110200001100;1,08
000000000000010183;935;30511;3051102000;305110200001100;4,41
000000000000010184;935;30511;3051102000;305110200001100;23,45
000000000000010187;935;30511;3051102000;305110200001100;9,43
000000000000010189;935;30511;3051102000;305110200001100;28,48
000000000000010190;935;30511;3051102000;305110200001100;11,34
000000000000010191;935;30511;3051102000;305110200001100;66,23
000000000000010192;935;30511;3051102000;305110200001100;26,10
000000000000010193;935;30511;3051102000;305110200001100;4,99
000000000000010195;935;30511;3051102000;305110200001100;4,53
000000000000010197;935;30511;3051102000;305110200001100;2,58
000000000000010199;935;30511;3051102000;305110200001100;1,29
000000000000010201;935;30511;3051102000;305110200001100;2,98
000000000000010202;935;30511;3051102000;305110200001100;32,72
000000000000010203;935;30511;3051102000;305110200001100;225,78
000000000000010205;935;30511;3051102000;305110200001100;16,65
000000000000010207;935;30511;3051102000;305110200001100;38,09
000000000000010210;935;30511;3051102000;305110200001100;15,33
000000000000010211;935;30511;3051102000;305110200001100;20,49
000000000000010214;935;30511;3051102000;305110200001100;0,01
000000000000010217;935;30511;3051102000;305110200001100;9,31
000000000000010218;935;30511;3051102000;305110200001100;1,51
000000000000010221;935;30511;3051102000;305110200001100;2,03
000000000000010223;935;30511;3051102000;305110200001100;16,91
000000000000010226;935;30511;3051102000;305110200001100;1,37
000000000000010227;935;30511;3051102000;305110200001100;8,56
000000000000010231;935;30511;3051102000;305110200001100;8,48
000000000000010233;935;30511;3051102000;305110200001100;608,10
000000000000010234;935;30511;3051102000;305110200001100;254,84
000000000000010235;935;30511;3051102000;305110200001100;1 311,59
000000000000010236;935;30511;3051102000;305110200001100;239,97
000000000000010237;935;30511;3051102000;305110200001100;64,90
000000000000010238;935;30511;3051102000;305110200001100;25,99
000000000000010239;935;30511;3051102000;305110200001100;0,21
000000000000010240;935;30511;3051102000;305110200001100;0,55
000000000000010243;935;30511;3051102000;305110200001100;22,16
000000000000010245;935;30511;3051102000;305110200001100;1,17
000000000000010248;935;30511;3051102000;305110200001100;5,97
000000000000010250;935;30511;3051102000;305110200001100;0,45
000000000000010252;935;30511;3051102000;305110200001100;0,43
000000000000010254;935;30511;3051102000;305110200001100;7,70
000000000000010255;935;30511;3051102000;305110200001100;5,09
000000000000010256;935;30511;3051102000;305110200001100;75,91
000000000000010257;935;30511;3051102000;305110200001100;67,93
000000000000010258;935;30511;3051102000;305110200001100;354,82
000000000000010261;935;30511;3051102000;305110200001100;0,27
000000000000010266;935;30511;3051102000;305110200001100;2,02
000000000000010270;935;30511;3051102000;305110200001100;112,20
000000000000010272;935;30511;3051102000;305110200001100;12,30
000000000000010274;935;30511;3051102000;305110200001100;597,26
000000000000010275;935;30511;3051102000;305110200001100;339,95
000000000000010277;935;30511;3051102000;305110200001100;96,84
000000000000010278;935;30511;3051102000;305110200001100;38,26
000000000000010281;935;30511;3051102000;305110200001100;6,69
000000000000010282;935;30511;3051102000;305110200001100;0,97
000000000000010284;935;30511;3051102000;305110200001100;156,32
000000000000010285;935;30511;3051102100;305110210001100;13,30
000000000000010286;935;30511;3051102100;305110210001100;0,61
000000000000010290;935;30511;3051102100;305110210001100;61,71
000000000000010306;935;30511;3051102100;305110210001100;14,44
000000000000010308;935;30511;3051102100;305110210001100;8,04
000000000000010313;935;30511;3051102100;305110210001100;4,11
000000000000010321;935;30511;3051102100;305110210001100;17,15
000000000000010322;935;30511;3051102100;305110210001100;8,39
000000000000010324;935;30511;3051102100;305110210001100;64,73
000000000000010325;935;30511;3051102100;305110210001100;34,17
000000000000010326;935;30511;3051102100;305110210001100;2,68
000000000000010327;935;30511;3051102100;305110210001100;27,72
000000000000010331;935;30511;3051102100;305110210001100;2,17
000000000000010334;935;30511;3051102100;305110210001100;17,07
000000000000010335;935;30511;3051102100;305110210001100;1,89
000000000000010336;935;30511;3051102100;305110210001100;12,08
000000000000010338;935;30511;3051102100;305110210001100;28,65
000000000000010340;935;30511;3051102100;305110210001100;6,58
000000000000010341;935;30511;3051102100;305110210001100;0,66
000000000000010343;935;30511;3051102100;305110210001100;13,33
000000000000010345;935;30511;3051102100;305110210001100;1,15
000000000000010357;935;30511;3051102100;305110210001100;17,76
000000000000010361;935;30511;3051102100;305110210001100;1,58
000000000000010365;935;30511;3051102100;305110210001100;5,95
000000000000010366;935;30511;3051102100;305110210001100;1,90
000000000000010371;935;30511;3051102100;305110210001100;6 788,84
000000000000010372;935;30511;3051102100;305110210001100;336,29
000000000000010374;935;30511;3051102100;305110210001100;765,28
000000000000010379;935;30511;3051102100;305110210001100;2,46
000000000000010384;935;30511;3051102100;305110210001100;4,22
000000000000010389;935;30511;3051102100;305110210001100;51,95
000000000000010391;935;30511;3051102100;305110210001100;256,06
000000000000010394;935;30511;3051102100;305110210001100;38,59
000000000000010400;935;30511;3051102100;305110210001100;23,96
000000000000010401;935;30511;3051102100;305110210001100;44,68
000000000000010403;935;30511;3051102100;305110210001100;0,18
000000000000010405;935;30511;3051102100;305110210001100;240,08
000000000000010407;935;30511;3051102100;305110210001100;0,12
000000000000010409;935;30511;3051102100;305110210001100;86,52
000000000000010414;935;30511;3051102100;305110210001100;13,34
000000000000010415;935;30511;3051102100;305110210001100;10,83
000000000000010416;935;30511;3051102100;305110210001100;0,79
000000000000010418;935;30511;3051102100;305110210001100;135,94
000000000000010429;935;30511;3051102300;305110230001100;1,03
000000000000010433;935;30511;3051102300;305110230001100;0,18
000000000000010443;935;30511;3051102300;305110230001100;1,89
000000000000010446;935;30511;3051102300;305110230001100;0,94
000000000000010450;935;30511;3051102300;305110230001100;2,41
000000000000010454;935;30511;3051102300;305110230001100;65,18
000000000000010455;935;30511;3051102300;305110230001100;186,44
000000000000010463;935;30511;3051102300;305110230001100;10,43
000000000000010466;935;30511;3051102300;305110230001100;0,19
000000000000010472;935;30511;3051102300;305110230001100;1,51
000000000000010476;935;30511;3051102300;305110230001100;6,46
000000000000010509;935;30511;3051102400;305110240001100;9,46
000000000000010512;935;30511;3051102400;305110240001100;1,35
000000000000010527;935;30511;3051102400;305110240001100;50,87
000000000000010528;935;30511;3051102400;305110240001100;32,68
000000000000010529;935;30511;3051102400;305110240001100;17,06
000000000000010531;935;30511;3051102400;305110240001100;26,89
000000000000010532;935;30511;3051102400;305110240001100;215,25
000000000000010534;935;30511;3051102400;305110240001100;11,45
000000000000010535;935;30511;3051102400;305110240001100;72,15
000000000000010537;935;30511;3051102400;305110240001100;7,99
000000000000010538;935;30511;3051102400;305110240001100;6,61
000000000000010542;935;30511;3051102400;305110240001100;5,46
000000000000010545;935;30511;3051102400;305110240001100;0,16
000000000000010557;935;30511;3051102400;305110240001100;208,00
000000000000010568;935;30511;3051102400;305110240001100;13,41
000000000000010570;935;30511;3051102400;305110240001100;1,61
000000000000010574;935;30511;3051102400;305110240001100;101,32
000000000000010577;935;30511;3051102400;305110240001100;23,12
000000000000010578;935;30511;3051102400;305110240001100;26,61
000000000000010585;935;30511;3051102400;305110240001100;85,52
000000000000010586;935;30511;3051102400;305110240001100;118,99
000000000000010589;935;30511;3051102400;305110240001100;0,59
000000000000010593;935;30511;3051102400;305110240001100;2,33
000000000000010612;935;30511;3051102500;305110250001100;0,13
000000000000010618;935;30511;3051102500;305110250001100;2 223,30
000000000000010626;935;30511;3051102500;305110250001100;2,73
000000000000010682;935;30511;3051102500;305110250001100;0,43
000000000000010703;935;30511;3051102500;305110250001100;22,83
000000000000010705;935;30511;3051102700;305110270001100;8,19
000000000000010708;935;30511;3051102700;305110270001100;27,90
000000000000010710;935;30511;3051102700;305110270001100;10,94
000000000000010711;935;30511;3051102700;305110270001100;2,13
000000000000010713;935;30511;3051102700;305110270001100;2,24
000000000000010718;935;30511;3051102700;305110270001100;1,64
000000000000010724;935;30511;3051102700;305110270001100;7,61
000000000000010725;935;30511;3051102700;305110270001100;3,86
000000000000010728;935;30511;3051102700;305110270001100;27,55
000000000000010735;935;30511;3051102700;305110270001100;20,16
000000000000010736;935;30511;3051102700;305110270001100;22,02
000000000000010737;935;30511;3051102700;305110270001100;7,17
000000000000010738;935;30511;3051102700;305110270001100;49,69
000000000000010742;935;30511;3051102700;305110270001100;1,98
000000000000010745;935;30511;3051102700;305110270001100;3,98
000000000000010748;935;30511;3051102700;305110270001100;3,15
000000000000010749;935;30511;3051102700;305110270001100;9,10
000000000000010751;935;30511;3051102700;305110270001100;5,09
000000000000010756;935;30511;3051102700;305110270001100;35,86
000000000000010760;935;30511;3051102700;305110270001100;17,78
000000000000010761;935;30511;3051102700;305110270001100;6,70
000000000000010762;935;30511;3051102700;305110270001100;8,40
000000000000010763;935;30511;3051102700;305110270001100;0,54
000000000000010764;935;30511;3051102700;305110270001100;17,20
000000000000010766;935;30511;3051102700;305110270001100;5,84
000000000000010772;935;30511;3051102700;305110270001100;60,81
000000000000010773;935;30511;3051102700;305110270001100;92,89
000000000000010774;935;30511;3051102700;305110270001100;6,42
000000000000010776;935;30511;3051102700;305110270001100;6,85
000000000000010777;935;30511;3051102700;305110270001100;1,06
000000000000010778;935;30511;3051102700;305110270001100;35,96
000000000000010780;935;30511;3051102700;305110270001100;66,80
000000000000010781;935;30511;3051102700;305110270001100;0,48
000000000000010784;935;30511;3051102700;305110270001100;7,09
