req_Number,positions
e6718d77-4087-4d74-b90b-ad6899be83f2,"{'positions':[{'position_id': '0', 'request_text': 'швеллер горячекатаный 16  п ст 3 16 м ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000006446', 'material2_id': '000000000000006444', 'material3_id': '000000000000006442', 'material4_id': '000000000000006440', 'material5_id': '000000000000078841'}, {'position_id': '1', 'request_text': 'швеллер горячекатаный 12  п ст 3 8 м ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000006376', 'material2_id': '000000000000006374', 'material3_id': '000000000000006372', 'material4_id': '000000000000006371', 'material5_id': '000000000000079490'}, {'position_id': '2', 'request_text': 'круг d=40 ст 3 6 м ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000002447', 'material2_id': '000000000000002287', 'material3_id': '000000000000002225', 'material4_id': '000000000000096367', 'material5_id': '000000000000002204'}]}"
5716e82c-f64d-439a-8c9b-c31348705983,"{'positions':[{'position_id': '0', 'request_text': 'швеллер горячекатаный 16  п ст 3 16 м ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000006446', 'material2_id': '000000000000006444', 'material3_id': '000000000000006442', 'material4_id': '000000000000006440', 'material5_id': '000000000000078841'}, {'position_id': '1', 'request_text': 'швеллер горячекатаный 12  п ст 3 8 м ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000006376', 'material2_id': '000000000000006374', 'material3_id': '000000000000006372', 'material4_id': '000000000000006371', 'material5_id': '000000000000079490'}, {'position_id': '2', 'request_text': 'круг d=40 ст 3 6 м ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000002447', 'material2_id': '000000000000002287', 'material3_id': '000000000000002225', 'material4_id': '000000000000096367', 'material5_id': '000000000000002204'}]}"
9d639126-50d4-4b2a-a639-6e535eca8c3b,"{'positions':[{'position_id': '0', 'request_text': 'круг 18-в  2590-2006, ст 3 кп 2  535-2005 50 кг  ', 'ei': 'кг', 'value': '50', 'material1_id': '000000000000003161', 'material2_id': '000000000000003111', 'material3_id': '000000000000104959', 'material4_id': '000000002000006783', 'material5_id': '000000000000081216'}, {'position_id': '1', 'request_text': 'лист б-пн-4  19903-2015, с 235  27772-2015 113 кг  ', 'ei': 'кг', 'value': '113', 'material1_id': '000000000000005017', 'material2_id': '000000000000024264', 'material3_id': '000000000000023829', 'material4_id': '000000000000084757', 'material5_id': '000000000000016974'}, {'position_id': '2', 'request_text': 'лист пв 1 506 ту 36.26.11-5-89 вст 3 сп 197 кг  ', 'ei': 'кг', 'value': '197', 'material1_id': '000000000000078035', 'material2_id': '000000000000101495', 'material3_id': '000000000000101494', 'material4_id': '000000000000110692', 'material5_id': '000000000000018628'}, {'position_id': '3', 'request_text': 'полоса 4 40  103-2006, ст 3 сп  535-2005 116 кг  ', 'ei': 'кг', 'value': '116', 'material1_id': '000000000000008808', 'material2_id': '000000000000008804', 'material3_id': '000000000000008803', 'material4_id': '000000000000008800', 'material5_id': '000000000000008796'}, {'position_id': '4', 'request_text': 'труба 120 120 5  8639-82 ст 4 сп  13663-86 737 кг  ', 'ei': 'кг', 'value': '737', 'material1_id': '000000000000069148', 'material2_id': '000000000000095899', 'material3_id': '000000000000069141', 'material4_id': '000000000000069140', 'material5_id': '000000000000069137'}, {'position_id': '5', 'request_text': 'уголок 50 50 5-в  8509-93, с 235  27772-2015 280 кг  ', 'ei': 'кг', 'value': '280', 'material1_id': '000000000000008878', 'material2_id': '000000000000117039', 'material3_id': '000000000000008880', 'material4_id': '000000000000009290', 'material5_id': '000000000000009289'}, {'position_id': '6', 'request_text': 'уголок в-75 75 6  8509-93, с 235  27772-2015 192 кг  ', 'ei': 'кг', 'value': '192', 'material1_id': '000000000000009341', 'material2_id': '000000000000009332', 'material3_id': '000000000000009331', 'material4_id': '000000000000009330', 'material5_id': '000000000000009326'}, {'position_id': '7', 'request_text': 'швеллер 16  п  8240-97, с 245  27772-2015 852 кг  ', 'ei': 'кг', 'value': '852', 'material1_id': '000000000000079370', 'material2_id': '000000000000079369', 'material3_id': '000000000000077170', 'material4_id': '000000000000079368', 'material5_id': '000000000000077105'}]}"
247d7934-86cd-498b-b7d6-5f03f63242a3,"{'positions':[{'position_id': '0', 'request_text': 'круг 18-в  2590-2006, ст 3 кп 2  535-2005 50 кг  ', 'ei': 'кг', 'value': '50', 'material1_id': '000000000000003161', 'material2_id': '000000000000003111', 'material3_id': '000000000000104959', 'material4_id': '000000002000006783', 'material5_id': '000000000000081216'}, {'position_id': '1', 'request_text': 'лист б-пн-4  19903-2015, с 235  27772-2015 113 кг  ', 'ei': 'кг', 'value': '113', 'material1_id': '000000000000005017', 'material2_id': '000000000000024264', 'material3_id': '000000000000023829', 'material4_id': '000000000000084757', 'material5_id': '000000000000016974'}, {'position_id': '2', 'request_text': 'лист пв 1 506 ту 36.26.11-5-89 вст 3 сп 197 кг  ', 'ei': 'кг', 'value': '197', 'material1_id': '000000000000078035', 'material2_id': '000000000000101495', 'material3_id': '000000000000101494', 'material4_id': '000000000000110692', 'material5_id': '000000000000018628'}, {'position_id': '3', 'request_text': 'полоса 4 40  103-2006, ст 3 сп  535-2005 116 кг  ', 'ei': 'кг', 'value': '116', 'material1_id': '000000000000008808', 'material2_id': '000000000000008804', 'material3_id': '000000000000008803', 'material4_id': '000000000000008800', 'material5_id': '000000000000008796'}, {'position_id': '4', 'request_text': 'труба 120 120 5  8639-82 ст 4 сп  13663-86 737 кг  ', 'ei': 'кг', 'value': '737', 'material1_id': '000000000000069148', 'material2_id': '000000000000095899', 'material3_id': '000000000000069141', 'material4_id': '000000000000069140', 'material5_id': '000000000000069137'}, {'position_id': '5', 'request_text': 'уголок 50 50 5-в  8509-93, с 235  27772-2015 280 кг  ', 'ei': 'кг', 'value': '280', 'material1_id': '000000000000008878', 'material2_id': '000000000000117039', 'material3_id': '000000000000008880', 'material4_id': '000000000000009290', 'material5_id': '000000000000009289'}, {'position_id': '6', 'request_text': 'уголок в-75 75 6  8509-93, с 235  27772-2015 192 кг  ', 'ei': 'кг', 'value': '192', 'material1_id': '000000000000009341', 'material2_id': '000000000000009332', 'material3_id': '000000000000009331', 'material4_id': '000000000000009330', 'material5_id': '000000000000009326'}, {'position_id': '7', 'request_text': 'швеллер 16  п  8240-97, с 245  27772-2015 852 кг  ', 'ei': 'кг', 'value': '852', 'material1_id': '000000000000079370', 'material2_id': '000000000000079369', 'material3_id': '000000000000077170', 'material4_id': '000000000000079368', 'material5_id': '000000000000077105'}]}"
12d533c1-a2f9-4259-b2e2-0347a70c6dbd,"{'positions':[{'position_id': '0', 'request_text': 'уголок 50 5 40 шт  ', 'ei': 'шт', 'value': '40', 'material1_id': '000000000000002342', 'material2_id': '000000000000093799', 'material3_id': '000000000000008899', 'material4_id': '000000000000008896', 'material5_id': '000000000000008895'}, {'position_id': '1', 'request_text': 'швеллер 10  п 40 шт  ', 'ei': 'шт', 'value': '40', 'material1_id': '000000000000085728', 'material2_id': '000000000000085727', 'material3_id': '000000000000095700', 'material4_id': '000000000000006174', 'material5_id': '000000000000006173'}, {'position_id': '2', 'request_text': 'швеллер 12  п 40 шт  ', 'ei': 'шт', 'value': '40', 'material1_id': '000000000000095700', 'material2_id': '000000000000085729', 'material3_id': '000000000000005830', 'material4_id': '000000000000006096', 'material5_id': '000000000000096903'}, {'position_id': '3', 'request_text': 'швеллер 16  п 16 шт  ', 'ei': 'шт', 'value': '16', 'material1_id': '000000000000081594', 'material2_id': '000000000000081219', 'material3_id': '000000000000105069', 'material4_id': '000000000000095000', 'material5_id': '000000000000005881'}, {'position_id': '4', 'request_text': 'лист 1.5 х/к 40 шт  ', 'ei': 'шт', 'value': '40', 'material1_id': '000000000000099409', 'material2_id': '000000000000083666', 'material3_id': '000000000000113622', 'material4_id': '000000000000027298', 'material5_id': '000000000000027327'}, {'position_id': '5', 'request_text': 'лист рифленый 3 1500 6000 7 шт  ', 'ei': 'шт', 'value': '7', 'material1_id': '000000000000070333', 'material2_id': '000000000000027360', 'material3_id': '000000000000099037', 'material4_id': '000000000000027345', 'material5_id': '000000000000112470'}, {'position_id': '6', 'request_text': 'труба 25 25 1000 кг  ', 'ei': 'кг', 'value': '1000', 'material1_id': '000000000000107110', 'material2_id': '000000000000007599', 'material3_id': '000000000000068975', 'material4_id': '000000000000089027', 'material5_id': '000000000000088935'}, {'position_id': '7', 'request_text': 'балка 30 б 1 2 шт  ', 'ei': 'шт', 'value': '2', 'material1_id': '000000000000000885', 'material2_id': '000000000000000882', 'material3_id': '000000000000000877', 'material4_id': '000000000000000876', 'material5_id': '000000000000000938'}, {'position_id': '8', 'request_text': 'балка б шт доставка проспект кирова 2 к 2 ', 'ei': 'шт', 'value': '1', 'material1_id': '000000003000005592', 'material2_id': '000000003000005630', 'material3_id': '000000003000006962', 'material4_id': '000000003000009105', 'material5_id': '000000003000009103'}]}"
e1e9c82c-ff5e-4aff-bcfd-15fc3b5de78b,"{'positions':[{'position_id': '0', 'request_text': 'уголок 50 5 40 шт  ', 'ei': 'шт', 'value': '40', 'material1_id': '000000000000002342', 'material2_id': '000000000000093799', 'material3_id': '000000000000008899', 'material4_id': '000000000000008896', 'material5_id': '000000000000008895'}, {'position_id': '1', 'request_text': 'швеллер 10  п 40 шт  ', 'ei': 'шт', 'value': '40', 'material1_id': '000000000000085728', 'material2_id': '000000000000085727', 'material3_id': '000000000000095700', 'material4_id': '000000000000006174', 'material5_id': '000000000000006173'}, {'position_id': '2', 'request_text': 'швеллер 12  п 40 шт  ', 'ei': 'шт', 'value': '40', 'material1_id': '000000000000095700', 'material2_id': '000000000000085729', 'material3_id': '000000000000005830', 'material4_id': '000000000000006096', 'material5_id': '000000000000096903'}, {'position_id': '3', 'request_text': 'швеллер 16  п 16 шт  ', 'ei': 'шт', 'value': '16', 'material1_id': '000000000000081594', 'material2_id': '000000000000081219', 'material3_id': '000000000000105069', 'material4_id': '000000000000095000', 'material5_id': '000000000000005881'}, {'position_id': '4', 'request_text': 'лист 1.5 х/к 40 шт  ', 'ei': 'шт', 'value': '40', 'material1_id': '000000000000099409', 'material2_id': '000000000000083666', 'material3_id': '000000000000113622', 'material4_id': '000000000000027298', 'material5_id': '000000000000027327'}, {'position_id': '5', 'request_text': 'лист рифленый 3 1500 6000 7 шт  ', 'ei': 'шт', 'value': '7', 'material1_id': '000000000000070333', 'material2_id': '000000000000027360', 'material3_id': '000000000000099037', 'material4_id': '000000000000027345', 'material5_id': '000000000000112470'}, {'position_id': '6', 'request_text': 'труба 25 25 1000 кг  ', 'ei': 'кг', 'value': '1000', 'material1_id': '000000000000107110', 'material2_id': '000000000000007599', 'material3_id': '000000000000068975', 'material4_id': '000000000000089027', 'material5_id': '000000000000088935'}, {'position_id': '7', 'request_text': 'балка 30 б 1 2 шт  ', 'ei': 'шт', 'value': '2', 'material1_id': '000000000000000885', 'material2_id': '000000000000000882', 'material3_id': '000000000000000877', 'material4_id': '000000000000000876', 'material5_id': '000000000000000938'}, {'position_id': '8', 'request_text': 'балка б шт доставка проспект кирова 2 к 2 ', 'ei': 'шт', 'value': '1', 'material1_id': '000000003000005592', 'material2_id': '000000003000005630', 'material3_id': '000000003000006962', 'material4_id': '000000003000009105', 'material5_id': '000000003000009103'}]}"
ee209736-cc33-4186-8f38-faea08065f39,"{'positions':[{'position_id': '0', 'request_text': 'уголок с 245 50 5 1 тн ', 'ei': 'т', 'value': '1', 'material1_id': '000000000000008879', 'material2_id': '000000000000008896', 'material3_id': '000000000000008891', 'material4_id': '000000000000008870', 'material5_id': '000000000000117039'}, {'position_id': '1', 'request_text': 'уголок с 245 25 3 1 тн ', 'ei': 'т', 'value': '1', 'material1_id': '000000000000117034', 'material2_id': '000000000000117014', 'material3_id': '000000000000111376', 'material4_id': '000000000000119105', 'material5_id': '000000000000101106'}, {'position_id': '2', 'request_text': 'полоса с 255 4 150 1 тн ', 'ei': 'т', 'value': '1', 'material1_id': '000000000000097160', 'material2_id': '000000000000110293', 'material3_id': '000000000000096393', 'material4_id': '000000000000110289', 'material5_id': '000000000000110314'}]}"
8bea592d-1fed-4460-9151-4af2e4b18e4c,"{'positions':[{'position_id': '0', 'request_text': 'уголок с 245 50 5 1 тн ', 'ei': 'т', 'value': '1', 'material1_id': '000000000000008879', 'material2_id': '000000000000008896', 'material3_id': '000000000000008891', 'material4_id': '000000000000008870', 'material5_id': '000000000000117039'}, {'position_id': '1', 'request_text': 'уголок с 245 25 3 1 тн ', 'ei': 'т', 'value': '1', 'material1_id': '000000000000117034', 'material2_id': '000000000000117014', 'material3_id': '000000000000111376', 'material4_id': '000000000000119105', 'material5_id': '000000000000101106'}, {'position_id': '2', 'request_text': 'полоса с 255 4 150 1 тн ', 'ei': 'т', 'value': '1', 'material1_id': '000000000000097160', 'material2_id': '000000000000110293', 'material3_id': '000000000000096393', 'material4_id': '000000000000110289', 'material5_id': '000000000000110314'}]}"
cbc10bea-4149-405b-9508-ec73cea3c3d2,{'positions':[]}
35e412eb-5ea8-495e-852e-96b8b26e83ce,{'positions':[]}
2fe77f75-8da6-4987-9c66-0ec761abc619,"{'positions':[{'position_id': '0', 'request_text': 'полоса стальная 40 4 2 м ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000096347', 'material2_id': '000000000000097503', 'material3_id': '000000000000091613', 'material4_id': '000000000000099300', 'material5_id': '000000000000024502'}]}"
8652a5ff-9b65-405f-b76a-855bce619b66,"{'positions':[{'position_id': '0', 'request_text': 'уголок 50 50 5 84 м ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000008899', 'material2_id': '000000000000008896', 'material3_id': '000000000000008895', 'material4_id': '000000000000008891', 'material5_id': '000000000000008890'}]}"
3b3283b3-a964-4e46-90ab-d9d3b20e6707,{'positions':[]}
7a5637c3-7508-49aa-b4bd-e31d80a6c55b,{'positions':[]}
9b75f81c-685f-4fe5-92cc-75790f4ad92b,{'positions':[]}
55d1592b-3309-4fb1-8d27-1847901d6ac4,"{'positions':[{'position_id': '0', 'request_text': 'труба проф 40 40 3 7 шт по 6 м ', 'ei': 'шт', 'value': '7', 'material1_id': '000000000000069211', 'material2_id': '000000000000091985', 'material3_id': '000000000000095759', 'material4_id': '000000000000091984', 'material5_id': '000000000000099271'}, {'position_id': '1', 'request_text': 'лист горячекатаный 4 1.5 м 6 м ст 3 пс 5/сп 5 1 шт  ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000017743', 'material2_id': '000000000000104904', 'material3_id': '000000000000017880', 'material4_id': '000000000000017937', 'material5_id': '000000000000017929'}, {'position_id': '2', 'request_text': 'лист горячекатаный 6 2 м 6 м ст 3 пс 5/сп 5 14637 1 шт  ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000018325', 'material2_id': '000000000000018523', 'material3_id': '000000000000018387', 'material4_id': '000000000000084760', 'material5_id': '000000000000112251'}, {'position_id': '3', 'request_text': 'полоса 3 20 ст 3 пс/сп 12 шт по 6 м ', 'ei': 'шт', 'value': '12', 'material1_id': '000000000000113792', 'material2_id': '000000000000080860', 'material3_id': '000000000000104474', 'material4_id': '000000000000005172', 'material5_id': '000000000000005148'}, {'position_id': '4', 'request_text': 'уголок 63 5 ст 3 2 шт по 12 м с резкой пополам ', 'ei': 'шт', 'value': '2', 'material1_id': '000000000000009299', 'material2_id': '000000000000008946', 'material3_id': '000000000000117043', 'material4_id': '000000000000110862', 'material5_id': '000000000000117024'}]}"
8504d16c-0734-4099-a60e-f5d90690dc18,"{'positions':[{'position_id': '0', 'request_text': 'труба проф 40 40 3 7 шт по 6 м ', 'ei': 'шт', 'value': '7', 'material1_id': '000000000000069211', 'material2_id': '000000000000091985', 'material3_id': '000000000000095759', 'material4_id': '000000000000091984', 'material5_id': '000000000000099271'}, {'position_id': '1', 'request_text': 'лист горячекатаный 4 1.5 м 6 м ст 3 пс 5/сп 5 1 шт  ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000017743', 'material2_id': '000000000000104904', 'material3_id': '000000000000017880', 'material4_id': '000000000000017937', 'material5_id': '000000000000017929'}, {'position_id': '2', 'request_text': 'лист горячекатаный 6 2 м 6 м ст 3 пс 5/сп 5 14637 1 шт  ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000018325', 'material2_id': '000000000000018523', 'material3_id': '000000000000018387', 'material4_id': '000000000000084760', 'material5_id': '000000000000112251'}, {'position_id': '3', 'request_text': 'полоса 3 20 ст 3 пс/сп 12 шт по 6 м ', 'ei': 'шт', 'value': '12', 'material1_id': '000000000000113792', 'material2_id': '000000000000080860', 'material3_id': '000000000000104474', 'material4_id': '000000000000005172', 'material5_id': '000000000000005148'}, {'position_id': '4', 'request_text': 'уголок 63 5 ст 3 2 шт по 12 м с резкой пополам ', 'ei': 'шт', 'value': '2', 'material1_id': '000000000000009299', 'material2_id': '000000000000008946', 'material3_id': '000000000000117043', 'material4_id': '000000000000110862', 'material5_id': '000000000000117024'}]}"
42a27796-4987-423e-ad47-35fac83c4f08,"{'positions':[{'position_id': '0', 'request_text': 'швеллер 20  п ст.255 245-54 тн ', 'ei': 'т', 'value': '54', 'material1_id': '000000000000086195', 'material2_id': '000000000000086194', 'material3_id': '000000000000005966', 'material4_id': '000000000000005964', 'material5_id': '000000000000118001'}]}"
bb774ff5-4bf5-42d3-bcdd-573f942c0e22,"{'positions':[{'position_id': '0', 'request_text': 'швеллер 20  п ст.255 245-54 тн ', 'material1_id': '000000000000086195', 'material2_id': '000000000000086195', 'material3_id': '000000000000086194', 'material4_id': '000000000000005966', 'material5_id': '000000000000005964'}]}"
467f9211-6a6b-4469-a813-65b3cdb67960,"{'positions':[{'position_id': '0', 'request_text': 'лист 4 сталь 20 , размер 1500 3000 в 7 шт ; ', 'ei': 'шт', 'value': '7', 'material1_id': '000000000000027298', 'material2_id': '000000000000101537', 'material3_id': '000000000000027299', 'material4_id': '000000000000027275', 'material5_id': '000000002000006123'}, {'position_id': '1', 'request_text': 'швеллер № 8 сталь 20 в 51 м с порезкой по 3 м ; ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000115050', 'material2_id': '000000000000006533', 'material3_id': '000000000000006531', 'material4_id': '000000000000006530', 'material5_id': '000000000000090252'}, {'position_id': '2', 'request_text': 'уголок 63 40 5 ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000008911', 'material2_id': '000000000000119521', 'material3_id': '000000000000009292', 'material4_id': '000000000000093799', 'material5_id': '000000000000093798'}, {'position_id': '3', 'request_text': 'сталь 20 в 30 м с порезкой по 3 м ; ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000109797', 'material2_id': '000000000000101537', 'material3_id': '000000000000027299', 'material4_id': '000000000000109799', 'material5_id': '000000000000027327'}, {'position_id': '4', 'request_text': 'уголок 50 50 ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000093799', 'material2_id': '000000000000108957', 'material3_id': '000000000000107816', 'material4_id': '000000000000008861', 'material5_id': '000000000000008980'}, {'position_id': '5', 'request_text': 'сталь 20 в 30 м с порезкой по 3 м ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000109797', 'material2_id': '000000000000101537', 'material3_id': '000000000000027299', 'material4_id': '000000000000109799', 'material5_id': '000000000000027737'}]}"
a25a6237-83b0-40bb-a52d-56afe3167fad,"{'positions':[{'position_id': '0', 'request_text': 'сетка d 4 вр 1 100 100 2 3 м ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000099061', 'material2_id': '000000000000098074', 'material3_id': '000000000000083844', 'material4_id': '000000000000066171', 'material5_id': '000000000000066170'}]}"
5e3d182b-aa8b-4f05-bd7b-23034186e201,"{'positions':[{'position_id': '0', 'request_text': 'сетка d 4 вр 1 100 100 2 3 м ', 'material1_id': '000000000000066171', 'material2_id': '000000000000099061', 'material3_id': '000000000000098074', 'material4_id': '000000000000083844', 'material5_id': '000000000000066171'}]}"
6a1fd7af-bca2-4c94-80ab-96fd8978a06a,"{'positions':[{'position_id': '0', 'request_text': 'полоса 50 6 углерод. ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000114386', 'material2_id': '000000000000100900', 'material3_id': '000000000000100871', 'material4_id': '000000000000098849', 'material5_id': '000000000000110298'}, {'position_id': '1', 'request_text': 'профиль замкнутый сварной 120 120 5 легир. ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000091652', 'material2_id': '000000000000060409', 'material3_id': '000000000000060410', 'material4_id': '000000000000060408', 'material5_id': '000000000000060407'}]}"
56f7f066-80fc-4a80-9cf1-75f32b3d0c6a,"{'positions':[{'position_id': '0', 'request_text': 'лист 4 сталь 20 , размер 1500 3000 в 7 шт ; ', 'ei': 'шт', 'value': '7', 'material1_id': '000000000000027298', 'material2_id': '000000000000101537', 'material3_id': '000000000000027299', 'material4_id': '000000000000027275', 'material5_id': '000000002000006123'}, {'position_id': '1', 'request_text': 'швеллер № 8 сталь 20 в 51 м с порезкой по 3 м ; ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000115050', 'material2_id': '000000000000006533', 'material3_id': '000000000000006531', 'material4_id': '000000000000006530', 'material5_id': '000000000000090252'}, {'position_id': '2', 'request_text': 'уголок 63 40 5 ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000008911', 'material2_id': '000000000000119521', 'material3_id': '000000000000009292', 'material4_id': '000000000000093799', 'material5_id': '000000000000093798'}, {'position_id': '3', 'request_text': 'сталь 20 в 30 м с порезкой по 3 м ; ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000109797', 'material2_id': '000000000000101537', 'material3_id': '000000000000027299', 'material4_id': '000000000000109799', 'material5_id': '000000000000027327'}, {'position_id': '4', 'request_text': 'уголок 50 50 ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000093799', 'material2_id': '000000000000108957', 'material3_id': '000000000000107816', 'material4_id': '000000000000008861', 'material5_id': '000000000000008980'}, {'position_id': '5', 'request_text': 'сталь 20 в 30 м с порезкой по 3 м ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000109797', 'material2_id': '000000000000101537', 'material3_id': '000000000000027299', 'material4_id': '000000000000109799', 'material5_id': '000000000000027737'}]}"
e81b240e-f901-40c7-85d0-6e2efa233ed2,"{'positions':[{'position_id': '0', 'request_text': 'труба проф. 80 5 ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000104838', 'material2_id': '000000000000077040', 'material3_id': '000000000000097862', 'material4_id': '000000000000118131', 'material5_id': '000000000000078816'}, {'position_id': '1', 'request_text': 'труба проф. 100 5 ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000105323', 'material2_id': '000000000000115905', 'material3_id': '000000000000101173', 'material4_id': '000000000000080605', 'material5_id': '000000000000007915'}, {'position_id': '2', 'request_text': 'труба проф. 140 8 ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000114278', 'material2_id': '000000000000097517', 'material3_id': '000000000000096012', 'material4_id': '000000000000076972', 'material5_id': '000000000000102320'}, {'position_id': '3', 'request_text': 'труба проф. 180 140 8 ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000097517', 'material2_id': '000000000000008300', 'material3_id': '000000000000008023', 'material4_id': '000000000000008013', 'material5_id': '000000000000008012'}, {'position_id': '4', 'request_text': 'труба проф. 80 5 ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000104838', 'material2_id': '000000000000077040', 'material3_id': '000000000000097862', 'material4_id': '000000000000118131', 'material5_id': '000000000000078816'}, {'position_id': '5', 'request_text': 'швеллер 140 60 3 ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000006628', 'material2_id': '000000000000006394', 'material3_id': '000000000000006392', 'material4_id': '000000000000006390', 'material5_id': '000000000000006388'}, {'position_id': '6', 'request_text': 'швеллер 180 100 6 ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000006644', 'material2_id': '000000000000006452', 'material3_id': '000000000000087612', 'material4_id': '000000000000006633', 'material5_id': '000000003000009242'}, {'position_id': '7', 'request_text': 'балка 30 ш 1 ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000000927', 'material2_id': '000000000000000919', 'material3_id': '000000000000000902', 'material4_id': '000000000000000871', 'material5_id': '000000000000000922'}, {'position_id': '8', 'request_text': 'балка 40 ш 1 ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000001070', 'material2_id': '000000000000001034', 'material3_id': '000000000000001012', 'material4_id': '000000002000007591', 'material5_id': '000000000000116734'}, {'position_id': '9', 'request_text': 'труба вгп 25 ду 3.2  1 шт 6 м 10 ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000081454', 'material2_id': '000000000000068981', 'material3_id': '000000000000068979', 'material4_id': '000000000000068974', 'material5_id': '000000000000069088'}, {'position_id': '10', 'request_text': 'труба 25 3.2 ст 2-2/пс ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000101305', 'material2_id': '000000000000006699', 'material3_id': '000000000000007604', 'material4_id': '000000000000007403', 'material5_id': '000000000000007401'}, {'position_id': '11', 'request_text': 'труба 32 3.0 б/ш ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000006714', 'material2_id': '000000000000006713', 'material3_id': '000000000000113044', 'material4_id': '000000000000069002', 'material5_id': '000000000000068997'}]}"
